22,P,0.235089121758328
0,P,0.19313718934449448
84,P,0.03482801775064655
80,P,0.03482801775064655
5,P,0.03482801775064655
106,P,0.03482801775064655
28,48,P,0.025859803488897576
71,P,0.014693070085385038
29,P,0.014693070085385038
21,P,0.014693070085385038
79,P,0.014693069964127326
61,P,0.014693069964127326
54,P,0.014693069964127326
23,P,0.014693069964127326
104,P,0.014693069964127326
99,P,0.008124680078270963
91,P,0.008124680078270963
59,P,0.008124680078270963
52,P,0.008124680078270963
51,P,0.008124680078270963
103,P,0.008124680078270963
90,P,0.008124680066479434
32,P,0.008124680066479434
78,P,0.008124680052228958
26,P,0.008124680052228958
28,98,P,0.006464950871324757
28,63,P,0.006464950871324757
28,47,P,0.006464950871324757
20,28,P,0.006464950870533789
96,P,0.005159706392232867
85,P,0.005159706392232867
82,P,0.005159706392232867
76,P,0.005159706392232867
57,P,0.005159706392232867
50,P,0.005159706392232867
38,P,0.005159706392232867
36,P,0.005159706392232867
33,P,0.005159706392232867
18,P,0.005159706392232867
102,P,0.005159706392232867
100,P,0.005159706392232867
77,P,0.005159706362891411
28,43,P,0.0038310819951223943
97,P,0.0035682581640259278
89,P,0.0035682581640259278
86,P,0.0035682581640259278
40,P,0.0035682581640259278
9,P,0.0035682581640259273
88,P,0.0035682581640259273
31,P,0.0035682581640259273
24,P,0.0035682581640259273
2,P,0.0035682581640259273
28,62,P,0.0027274011457127678
28,60,P,0.002727401107736226
93,P,0.002615050818102735
87,P,0.002615050818102735
81,P,0.002615050818102735
72,P,0.002615050818102735
6,P,0.002615050818102735
58,P,0.002615050818102735
27,P,0.002615050818102735
105,P,0.002615050818102735
101,P,0.002615050818102735
1,P,0.002615050818102735
28,56,P,0.0021184350516163697
75,P,0.0019989237206588274
53,P,0.0019989237206588274
37,P,0.0019989237206588274
10,P,0.0019989237206588274
55,P,0.001998923720658827
8,P,0.001998923720658826
46,P,0.001998923720658826
28,42,P,0.0017320791638501323
66,P,0.0015776563959985208
49,P,0.0015776563959985208
34,P,0.0015776563959985208
65,P,0.0015776563959985204
39,P,0.0015776563959985204
35,P,0.0015776563959985204
7,P,0.0012768961382988834
64,P,0.0012768961382988834
4,P,0.0012768961382988834
107,P,0.0012768961382988834
95,P,0.0010546723818318788
69,P,0.0010546723818318788
19,P,0.0010546723818318788
16,P,0.0010546723818318788
12,P,0.0010546723818318788
41,P,8.85826122439662E-4
30,P,8.85826122439662E-4
3,P,8.85826122439662E-4
15,P,8.85826122439662E-4
14,P,8.85826122439662E-4
11,P,8.85826122439662E-4
17,P,7.545273312261147E-4
13,P,7.545273312261147E-4
70,P,7.545273304969585E-4
68,P,7.545273304969585E-4
74,P,6.504100026625593E-4
45,P,6.504100026625593E-4
