0,P,0.9976282771423118
65,P,0.0013397656273761768
68,69,P,1.635456204482529E-4
16,68,P,1.6354562044502833E-4
2,68,P,1.6354562034396266E-4
68,84,P,4.0886405112554E-5
51,68,P,4.0886405056269384E-5
45,68,P,4.0886405056269384E-5
44,68,P,4.088538208501054E-5
9,P,3.377118651893949E-5
5,P,1.9533784177501797E-5
68,102,P,1.7248952156901902E-5
25,P,1.208497119171042E-5
43,P,1.2084971191710418E-5
101,P,1.2084971191710418E-5
8,68,P,1.0954219476751982E-5
68,76,P,1.0954219476656212E-5
39,68,P,9.265313975536302E-6
3,68,P,9.265313975536302E-6
31,68,P,9.265313975325948E-6
68,107,P,9.265313957378999E-6
35,68,P,8.02796189443258E-6
53,68,P,8.027961894209962E-6
11,68,P,8.027961893923632E-6
68,82,P,8.027961893393475E-6
68,103,P,8.027961893393475E-6
71,P,7.878141079701727E-6
6,P,7.878141079701727E-6
42,P,7.878141079701727E-6
14,P,7.878141079701727E-6
7,68,P,7.0823311571043055E-6
52,68,P,7.0823311571043055E-6
22,68,P,7.0823311561830615E-6
15,68,P,7.082331155860262E-6
24,68,P,7.082331155529117E-6
68,86,P,7.082331102707961E-6
68,74,P,7.082331102707961E-6
68,85,P,7.082330823318918E-6
59,68,P,6.3360924215903995E-6
17,68,P,6.3360924215903995E-6
68,105,P,6.336092420283485E-6
36,68,P,6.336092411136835E-6
30,68,P,6.336092411136835E-6
68,78,P,5.732174215105079E-6
18,68,P,5.732034505201313E-6
72,P,5.355473338604236E-6
21,P,5.355473338604236E-6
56,68,P,5.2333948520707045E-6
68,106,P,5.2333947833324214E-6
68,79,P,4.150137939260919E-6
70,P,3.7677869694060365E-6
37,P,3.7677869694060365E-6
12,P,3.7677869694060365E-6
20,P,2.7279068406804156E-6
47,P,1.18240509291779E-6
