0,P,0.9898813465944786
45,232,P,0.0015386133871138795
116,P,7.73790499696847E-4
88,232,P,3.846533468113142E-4
2,232,P,3.846533468113142E-4
232,240,P,2.279427240345712E-4
90,232,P,2.279427239725805E-4
85,232,P,1.030557018998142E-4
212,232,P,8.716672498656031E-5
125,P,8.458616495292386E-5
89,232,P,6.662954041774136E-5
199,232,P,5.960903507396966E-5
177,232,P,5.960903472430788E-5
160,232,P,5.960903296459033E-5
29,232,P,5.96090325181844E-5
101,232,P,5.960903148695641E-5
235,P,5.580255655524848E-5
12,232,P,5.392746058372831E-5
92,232,P,5.3927460502947157E-5
78,232,P,5.3927460502947157E-5
197,232,P,5.3927460502947157E-5
9,232,P,5.392746029174398E-5
111,232,P,5.392746029174398E-5
104,232,P,5.392746029174398E-5
70,232,P,4.9235016428816775E-5
139,232,P,4.923500114741908E-5
206,232,P,4.923499335446434E-5
54,232,P,4.923494586455081E-5
221,232,P,4.923494586455081E-5
103,232,P,4.923494586455081E-5
27,P,4.6233528906399935E-5
164,232,P,4.52940207343444E-5
43,232,P,4.529402033465975E-5
128,232,P,4.529401995913979E-5
51,232,P,4.529401952204494E-5
56,232,P,4.529401902578537E-5
13,232,P,4.529401902578537E-5
63,232,P,4.529401683019456E-5
184,232,P,4.529401683019456E-5
198,232,P,4.1937307511754134E-5
87,232,P,4.193730130160835E-5
173,232,P,4.193730130160835E-5
1,232,P,4.193730130160835E-5
84,232,P,4.193726299800681E-5
67,232,P,4.193726299800681E-5
39,232,P,4.193726299800681E-5
196,232,P,4.193726299800681E-5
180,232,P,4.193726299800681E-5
49,232,P,4.1937262621693274E-5
188,232,P,4.193724251963507E-5
131,232,P,4.193724251963507E-5
112,232,P,4.193724251963507E-5
189,232,P,3.9043885355515184E-5
171,232,P,3.9043885355515184E-5
143,232,P,3.9043885355515184E-5
37,232,P,3.90438837044132E-5
135,232,P,3.90438837044132E-5
81,232,P,3.9043878808119976E-5
26,232,P,3.9043878808119976E-5
3,232,P,3.904387790500089E-5
106,232,P,3.904387790500089E-5
181,232,P,3.904382762745944E-5
97,232,P,3.904382583146421E-5
216,232,P,3.904382583146421E-5
110,232,P,3.904382583146421E-5
232,236,P,3.904352657826713E-5
237,P,3.873419737454686E-5
217,P,3.873419737454686E-5
214,P,3.873419737454686E-5
213,P,3.873419737454686E-5
96,232,P,3.6524028207314934E-5
76,232,P,3.6524028207314934E-5
48,232,P,3.6524028198603356E-5
183,232,P,3.6524028198603356E-5
207,232,P,3.652402819702236E-5
142,232,P,3.652402819702236E-5
141,232,P,3.652402819702236E-5
36,232,P,3.652402819573488E-5
163,232,P,3.652402810961694E-5
91,232,P,3.6524027729547064E-5
