0,P,0.9896815615729332
2,175,P,0.001538302853018301
91,P,0.0012910982572704617
175,184,P,3.845757132441562E-4
99,P,1.371330157136319E-4
180,P,1.371330157136319E-4
72,175,P,1.2601776972341052E-4
164,175,P,1.2601776970347814E-4
25,P,1.0664306832282017E-4
165,P,1.0664306832282017E-4
74,175,P,8.714913236116905E-5
121,175,P,8.714913196931522E-5
181,P,8.456909316058662E-5
166,P,8.456909316058662E-5
152,175,P,7.551065365024828E-5
11,175,P,7.551065365024828E-5
136,175,P,7.551065351434781E-5
179,P,6.819451511471953E-5
172,P,6.819451511471953E-5
55,175,P,6.661609277976598E-5
142,175,P,6.661609277976598E-5
60,175,P,6.66160926894615E-5
8,175,P,6.66160900857605E-5
44,175,P,5.959700317230954E-5
124,175,P,5.959700281670279E-5
159,175,P,5.959700252847496E-5
84,175,P,5.959700025930413E-5
76,175,P,5.959700025930413E-5
49,175,P,5.959700025930413E-5
46,175,P,5.959700025930413E-5
150,175,P,5.959700025930413E-5
41,P,5.57912940791931E-5
26,P,5.57912940791931E-5
182,P,5.57912940791931E-5
39,175,P,5.391657648311771E-5
151,175,P,5.391657648311771E-5
88,175,P,5.391657596190714E-5
69,175,P,5.391657596190714E-5
24,175,P,5.391657596190714E-5
146,175,P,5.391657596190714E-5
51,175,P,5.3916575929509667E-5
1,175,P,5.3916575929509667E-5
65,175,P,4.9225079836329676E-5
96,175,P,4.922506071273196E-5
43,175,P,4.922505511385734E-5
170,175,P,4.922505511385734E-5
141,175,P,4.922505511385734E-5
131,175,P,4.922505511385734E-5
108,175,P,4.922505511385734E-5
80,175,P,4.922504855290926E-5
75,175,P,4.922504855290926E-5
57,175,P,4.922504855290926E-5
52,175,P,4.922504855290926E-5
36,175,P,4.922504855290926E-5
139,175,P,4.922504855290926E-5
116,175,P,4.922504855290926E-5
140,175,P,4.922503905741794E-5
98,P,4.622419772079829E-5
62,P,4.622419772079829E-5
42,P,4.622419772079829E-5
100,P,4.622419772079829E-5
144,175,P,4.528487738301246E-5
4,175,P,4.528487646232268E-5
34,175,P,4.528487646232268E-5
127,175,P,4.528487646232268E-5
115,175,P,4.528487646232268E-5
104,175,P,4.528487646232268E-5
92,175,P,4.528487079906961E-5
79,175,P,4.528487079906961E-5
68,175,P,4.528487079906961E-5
66,175,P,4.528487079906961E-5
50,175,P,4.528487079906961E-5
27,175,P,4.528487079906961E-5
101,175,P,4.528487079906961E-5
70,175,P,4.192883377467226E-5
64,175,P,4.192883377467226E-5
38,175,P,4.192883377467226E-5
28,175,P,4.192883377467226E-5
167,175,P,4.192883377467226E-5
123,175,P,4.192883377467226E-5
114,175,P,4.192883377467226E-5
102,175,P,4.192883377467226E-5
9,175,P,4.1928832860853894E-5
169,175,P,4.1928832860853894E-5
133,175,P,4.1928832860853894E-5
33,175,P,4.192883172074454E-5
30,175,P,4.192883172074454E-5
163,175,P,4.192883172074454E-5
105,175,P,4.192883172074454E-5
175,176,P,4.1928736365199125E-5
82,175,P,3.903601281422136E-5
128,175,P,3.903601281422136E-5
111,175,P,3.903601281422136E-5
12,175,P,3.90360072261247E-5
97,175,P,3.90360022238356E-5
6,175,P,3.90360022238356E-5
53,175,P,3.90360022238356E-5
3,175,P,3.90360022238356E-5
171,175,P,3.90360022238356E-5
168,175,P,3.90360022238356E-5
138,175,P,3.90360022238356E-5
112,175,P,3.90360022238356E-5
106,175,P,3.90360022238356E-5
94,175,P,3.903599630590724E-5
73,175,P,3.903599630590724E-5
132,175,P,3.903599630590724E-5
10,175,P,3.903599630590724E-5
23,P,3.8726379758341E-5
37,175,P,3.6516656392262254E-5
160,175,P,3.6516656392262254E-5
174,175,P,3.65166563722729E-5
126,175,P,3.65166563722729E-5
145,175,P,3.6516655819461285E-5
47,175,P,3.651664946025664E-5
137,175,P,3.651664946025664E-5
118,175,P,3.651664946025664E-5
113,175,P,3.651664946025664E-5
95,175,P,3.430281692426933E-5
161,175,P,3.430281692426933E-5
129,175,P,3.430281656446575E-5
7,175,P,3.430279967383828E-5
45,175,P,3.430279967383828E-5
40,175,P,3.430279967383828E-5
134,175,P,3.430279967383828E-5
130,175,P,3.430279967383828E-5
18,175,P,3.430278268769447E-5
143,175,P,3.430278268769447E-5
14,175,P,3.430278268769447E-5
175,178,P,3.4301612018028313E-5
20,P,3.276704339620456E-5
17,P,3.276704339620456E-5
16,P,3.276704339620456E-5
15,P,3.276704339620456E-5
67,175,P,3.234187117318758E-5
21,175,P,3.234187117318758E-5
13,175,P,3.234187117318758E-5
122,175,P,3.234187117318758E-5
29,175,P,3.234183773445185E-5
78,175,P,3.0593326843258746E-5
135,175,P,3.0593182433012825E-5
83,175,P,3.059214169702382E-5
81,175,P,3.059214169702382E-5
63,175,P,3.059214169702382E-5
5,175,P,3.059214169702382E-5
162,175,P,3.059214169702382E-5
125,175,P,3.059214169702382E-5
61,175,P,2.9024021529066106E-5
177,P,2.797083991239382E-5
77,175,P,2.760802883416022E-5
54,P,2.406715139029972E-5
183,P,2.406715139029972E-5
22,P,2.0857644791144763E-5
