91,P,0.3742661205193999
0,P,0.16105984594809045
15,24,P,0.07859588559927157
15,63,P,0.019648971397083617
15,54,P,0.019648971397083617
15,37,P,0.019648971397083617
15,33,P,0.019648971397083617
15,72,P,0.01164383489377031
15,67,P,0.01164383489377031
15,53,P,0.008289409798639631
15,45,P,0.008289409798639631
55,P,0.008214345606451843
15,87,P,0.006438574631705623
15,74,P,0.006438574631705623
15,66,P,0.006438574631705623
15,56,P,0.006438574631705623
15,86,P,0.005264320580248244
15,23,P,0.005264320580248244
7,15,P,0.005264320321696108
15,85,P,0.004452675352415881
15,83,P,0.004452675352415881
15,52,P,0.004452675352415881
15,48,P,0.004452675352415881
15,31,P,0.004452675352415881
15,18,P,0.004452675352415881
19,P,0.004163208052044724
1,15,P,0.0038580346128361045
15,82,P,0.003858032981706604
15,39,P,0.003858032981706604
15,35,P,0.003858032981706604
15,29,P,0.003858032981706604
8,15,P,0.003403584173584969
15,84,P,0.0034035762366047446
15,80,P,0.0034035762366047446
15,71,P,0.0034035762366047446
15,47,P,0.0034035762366047446
15,44,P,0.0034035762366047446
15,40,P,0.0034035762366047446
15,38,P,0.0034035762366047446
15,34,P,0.0034035762366047446
15,26,P,0.0034035762366047446
95,P,0.0031823226040814515
3,15,P,0.003044947710744012
15,81,P,0.0030447379229899744
15,73,P,0.0030447379229899744
15,70,P,0.0030447379229899744
15,68,P,0.0030447379229899744
15,64,P,0.0030447379229899744
15,62,P,0.0030447379229899744
15,51,P,0.0030447379229899744
15,43,P,0.0030447379229899744
15,27,P,0.0030447379229899744
15,21,P,0.0030447379229899744
5,15,P,0.0027546899107977717
2,15,P,0.0027546899107977717
15,89,P,0.0027543494356891524
15,77,P,0.0027543494356891524
15,69,P,0.0027543494356891524
15,65,P,0.0027543494356891524
15,36,P,0.0027543494356891524
15,25,P,0.0027543494356891524
9,15,P,0.002514853659218009
6,15,P,0.002514853659218009
15,93,P,0.002514378301648769
15,79,P,0.002514378301648769
15,78,P,0.002514378301648769
15,57,P,0.002514378301648769
15,46,P,0.002514378301648769
15,32,P,0.002514378301648769
15,30,P,0.002514378301648769
96,P,0.0025116574207764467
90,P,0.0025116574207764467
60,P,0.0025116574207764467
14,15,P,0.0023134095582427647
10,15,P,0.0023134095582427647
15,88,P,0.002312626250048984
15,75,P,0.002312626250048984
4,15,P,0.0021421630638771847
15,76,P,0.0021403798018218606
15,58,P,0.0021403798018218606
15,50,P,0.0021403798018218606
15,22,P,0.0021403798018218606
94,P,0.0020328416747356225
59,P,0.0020328416747356225
20,P,0.0020328416747356225
15,49,P,0.0019928748909208444
15,41,P,0.0019928748909208444
97,P,0.001679057426375015
61,P,0.001679057426375015
28,P,0.001679057426375015
17,P,0.0014102511584566358
12,P,0.0014102511584566358
42,P,0.0012012211175994225
16,P,0.0012012211175994225
13,P,0.0012012211175994225
11,P,0.0012012211175994225
98,P,0.0010354644511955402
92,P,0.0010354644511955402
