0,P,0.22468422657146245
2,175,P,0.15401305680614166
175,184,P,0.038503264200492264
72,175,P,0.012616749613974746
164,175,P,0.012616749611979141
74,175,P,0.00872526774985251
121,175,P,0.008725267710620568
152,175,P,0.007560037067659405
11,175,P,0.007560037067659405
136,175,P,0.007560037054053211
55,175,P,0.006669524184631568
142,175,P,0.006669524184631568
60,175,P,0.00666952417559039
8,175,P,0.006669523914910935
91,P,0.006155391710978318
44,175,P,0.005966781259648041
124,175,P,0.005966781224045113
159,175,P,0.005966781195188085
84,175,P,0.005966780968001395
76,175,P,0.005966780968001395
49,175,P,0.005966780968001395
46,175,P,0.005966780968001395
150,175,P,0.005966780968001395
39,175,P,0.005398063678029398
151,175,P,0.005398063678029398
88,175,P,0.0053980636258464144
69,175,P,0.0053980636258464144
24,175,P,0.0053980636258464144
146,175,P,0.0053980636258464144
51,175,P,0.005398063622602818
1,175,P,0.005398063622602818
65,175,P,0.004928356599121061
96,175,P,0.004928354684489143
43,175,P,0.0049283541239364586
170,175,P,0.0049283541239364586
141,175,P,0.0049283541239364586
131,175,P,0.0049283541239364586
108,175,P,0.0049283541239364586
80,175,P,0.004928353467062119
75,175,P,0.004928353467062119
57,175,P,0.004928353467062119
52,175,P,0.004928353467062119
36,175,P,0.004928353467062119
139,175,P,0.004928353467062119
116,175,P,0.004928353467062119
140,175,P,0.004928352516384793
144,175,P,0.004533868203627444
4,175,P,0.004533868111449075
34,175,P,0.004533868111449075
127,175,P,0.004533868111449075
115,175,P,0.004533868111449075
104,175,P,0.004533868111449075
92,175,P,0.004533867544450895
79,175,P,0.004533867544450895
68,175,P,0.004533867544450895
66,175,P,0.004533867544450895
50,175,P,0.004533867544450895
27,175,P,0.004533867544450895
101,175,P,0.004533867544450895
70,175,P,0.0041978650987245115
64,175,P,0.0041978650987245115
38,175,P,0.0041978650987245115
28,175,P,0.0041978650987245115
167,175,P,0.0041978650987245115
123,175,P,0.0041978650987245115
114,175,P,0.0041978650987245115
102,175,P,0.0041978650987245115
9,175,P,0.004197865007234102
169,175,P,0.004197865007234102
133,175,P,0.004197865007234102
33,175,P,0.004197864893087704
30,175,P,0.004197864893087704
163,175,P,0.004197864893087704
105,175,P,0.004197864893087704
175,176,P,0.004197855346203616
82,175,P,0.003908239295822474
128,175,P,0.003908239295822474
111,175,P,0.003908239295822474
12,175,P,0.003908238736348864
97,175,P,0.003908238235525614
6,175,P,0.003908238235525614
53,175,P,0.003908238235525614
3,175,P,0.003908238235525614
171,175,P,0.003908238235525614
168,175,P,0.003908238235525614
138,175,P,0.003908238235525614
112,175,P,0.003908238235525614
106,175,P,0.003908238235525614
94,175,P,0.003908237643029648
73,175,P,0.003908237643029648
132,175,P,0.003908237643029648
10,175,P,0.003908237643029648
37,175,P,0.0036560043194855426
160,175,P,0.0036560043194855426
174,175,P,0.003656004317484231
126,175,P,0.003656004317484231
145,175,P,0.003656004262137388
47,175,P,0.0036560036254613625
137,175,P,0.0036560036254613625
118,175,P,0.0036560036254613625
113,175,P,0.0036560036254613625
95,175,P,0.0034343573381549974
161,175,P,0.0034343573381549974
129,175,P,0.0034343573021318884
7,175,P,0.0034343556110623032
45,175,P,0.0034343556110623032
40,175,P,0.0034343556110623032
134,175,P,0.0034343556110623032
130,175,P,0.0034343556110623032
18,175,P,0.003434353910429735
143,175,P,0.003434353910429735
14,175,P,0.003434353910429735
175,178,P,0.003434236704371486
67,175,P,0.0032380297757621038
21,175,P,0.0032380297757621038
13,175,P,0.0032380297757621038
122,175,P,0.0032380297757621038
29,175,P,0.00323802642791555
78,175,P,0.0030629675916902244
135,175,P,0.0030629531335077116
83,175,P,0.0030628489362550843
81,175,P,0.0030628489362550843
63,175,P,0.0030628489362550843
5,175,P,0.0030628489362550843
162,175,P,0.0030628489362550843
125,175,P,0.0030628489362550843
61,175,P,0.002905850605248507
77,175,P,0.002764083096380065
99,P,6.537902312792946E-4
180,P,6.537902312792946E-4
25,P,5.084274996818244E-4
165,P,5.084274996818244E-4
181,P,4.031884421764664E-4
166,P,4.031884421764664E-4
179,P,3.2512161697031657E-4
172,P,3.2512161697031657E-4
41,P,2.659884847539371E-4
26,P,2.659884847539371E-4
182,P,2.659884847539371E-4
98,P,2.2037675436008367E-4
62,P,2.2037675436008367E-4
42,P,2.2037675436008367E-4
100,P,2.2037675436008367E-4
23,P,1.8463043817024935E-4
20,P,1.5621892925536893E-4
17,P,1.5621892925536893E-4
16,P,1.5621892925536893E-4
15,P,1.5621892925536893E-4
177,P,1.3335272910199863E-4
54,P,1.1474164986319702E-4
183,P,1.1474164986319702E-4
22,P,9.944012636913336E-5
