91,P,0.3956041183024803
0,P,0.32500809450721113
15,24,P,0.04351645317394753
15,63,P,0.010879113291972987
15,54,P,0.010879113291972987
15,37,P,0.010879113291972987
15,33,P,0.010879113291972987
55,P,0.008682669290403462
15,72,P,0.0064468819462558235
15,67,P,0.0064468819462558235
15,53,P,0.004589625914788427
15,45,P,0.004589625914788427
19,P,0.004400564626189746
15,87,P,0.0035648676687241366
15,74,P,0.0035648676687241366
15,66,P,0.0035648676687241366
15,56,P,0.0035648676687241366
95,P,0.003363756051962602
15,86,P,0.0029147144061844395
15,23,P,0.0029147144061844395
7,15,P,0.0029147142630309934
96,P,0.0026548543000505017
90,P,0.0026548543000505017
60,P,0.0026548543000505017
15,85,P,0.002465328012971608
15,83,P,0.002465328012971608
15,52,P,0.002465328012971608
15,48,P,0.002465328012971608
15,31,P,0.002465328012971608
15,18,P,0.002465328012971608
94,P,0.0021487398786357373
59,P,0.0021487398786357373
20,P,0.0021487398786357373
1,15,P,0.002136091238019044
15,82,P,0.0021360903349059864
15,39,P,0.0021360903349059864
15,35,P,0.0021360903349059864
15,29,P,0.0021360903349059864
8,15,P,0.001884474106807086
15,84,P,0.0018844697123120608
15,80,P,0.0018844697123120608
15,71,P,0.0018844697123120608
15,47,P,0.0018844697123120608
15,44,P,0.0018844697123120608
15,40,P,0.0018844697123120608
15,38,P,0.0018844697123120608
15,34,P,0.0018844697123120608
15,26,P,0.0018844697123120608
97,P,0.0017747853634694378
61,P,0.0017747853634694378
28,P,0.0017747853634694378
3,15,P,0.0016859066280810327
15,81,P,0.0016857904741767228
15,73,P,0.0016857904741767228
15,70,P,0.0016857904741767228
15,68,P,0.0016857904741767228
15,64,P,0.0016857904741767228
15,62,P,0.0016857904741767228
15,51,P,0.0016857904741767228
15,43,P,0.0016857904741767228
15,27,P,0.0016857904741767228
15,21,P,0.0016857904741767228
5,15,P,0.0015251985978396805
2,15,P,0.0015251985978396805
15,89,P,0.0015250100858201499
15,77,P,0.0015250100858201499
15,69,P,0.0015250100858201499
15,65,P,0.0015250100858201499
15,36,P,0.0015250100858201499
15,25,P,0.0015250100858201499
17,P,0.0014906536700464458
12,P,0.0014906536700464458
9,15,P,0.0013924076389783097
6,15,P,0.0013924076389783097
15,93,P,0.0013921444461248295
15,79,P,0.0013921444461248295
15,78,P,0.0013921444461248295
15,57,P,0.0013921444461248295
15,46,P,0.0013921444461248295
15,32,P,0.0013921444461248295
15,30,P,0.0013921444461248295
14,15,P,0.0012808733936368667
10,15,P,0.0012808733936368667
15,88,P,0.0012804396967063527
15,75,P,0.0012804396967063527
42,P,0.0012697062198810682
16,P,0.0012697062198810682
13,P,0.0012697062198810682
11,P,0.0012697062198810682
4,15,P,0.001186058760575063
15,76,P,0.0011850714157651447
15,58,P,0.0011850714157651447
15,50,P,0.0011850714157651447
15,22,P,0.0011850714157651447
15,49,P,0.0011034018665360833
15,41,P,0.0011034018665360833
98,P,0.0010944992848411993
92,P,0.0010944992848411993
