0,1,P,0.75
13,1,P,0.07
10,1,P,0.06
0,6,4,P,0.03
0,8,4,P,0.02
0,16,4,P,0.02
13,6,4,P,0.01
10,6,P,0.01
0,9,4,P,0.01
0,2,4,P,0.01
0,18,4,P,0.01
0,5,4,P,0.0
