0,1,P,0.71
0,6,4,P,0.07
0,2,4,P,0.07
13,1,P,0.05
10,1,P,0.05
0,8,4,P,0.02
0,9,4,P,0.01
0,18,4,P,0.01
0,16,4,P,0.01
0,5,4,P,0.0
