algorithm,pBug,pValid,times,precision_avg,recall_avg,steps,tests_avg,files_avg,bugged_avg,initials,tests
uniform,0,0,10,0.21,0.152941176471,3.0,3.70588235294,9.94117647059,2.23529411765,0.705882352941,3.70588235294
randomForest,0,0,10,0.239411764706,0.165196078431,2.35294117647,2.94117647059,9.94117647059,2.23529411765,0.588235294118,2.94117647059
0.0,0.6,0.0,10,0.175882352941,0.0823529411765,1.58823529412,1.94117647059,9.94117647059,2.23529411765,0.352941176471,1.94117647059
0.1,0.6,0.1,10,0.225882352941,0.105490196078,2.0,2.47058823529,9.94117647059,2.23529411765,0.470588235294,2.47058823529
0.2,0.6,0.2,10,0.30637254902,0.170882352941,3.0,3.70588235294,9.94117647059,2.23529411765,0.705882352941,3.70588235294
uniform,0,0,20,0.275196078431,0.160735294118,7.88235294118,9.76470588235,18.9411764706,3.35294117647,1.88235294118,9.76470588235
randomForest,0,0,20,0.431078431373,0.22612745098,8.88235294118,11.2352941176,18.9411764706,3.35294117647,2.35294117647,11.2352941176
0.0,0.6,0.0,20,0.115882352941,0.0554411764706,1.29411764706,1.76470588235,18.9411764706,3.35294117647,0.470588235294,1.76470588235
0.1,0.6,0.1,20,0.262647058824,0.113480392157,4.23529411765,5.41176470588,18.9411764706,3.35294117647,1.17647058824,5.41176470588
0.2,0.6,0.2,20,0.455882352941,0.236568627451,9.23529411765,11.5882352941,18.9411764706,3.35294117647,2.35294117647,11.5882352941
uniform,0,0,30,0.26931372549,0.102745098039,11.0,12.6470588235,26.3529411765,4.05882352941,1.64705882353,12.6470588235
randomForest,0,0,30,0.480882352941,0.197470588235,16.5882352941,19.4117647059,26.3529411765,4.05882352941,2.82352941176,19.4117647059
0.0,0.6,0.0,30,0.174411764706,0.0652745098039,3.47058823529,4.17647058824,26.3529411765,4.05882352941,0.705882352941,4.17647058824
0.1,0.6,0.1,30,0.306274509804,0.119460784314,8.17647058824,9.58823529412,26.3529411765,4.05882352941,1.41176470588,9.58823529412
0.2,0.6,0.2,30,0.48068627451,0.203950980392,15.9411764706,18.5294117647,26.3529411765,4.05882352941,2.58823529412,18.5294117647
uniform,0,0,40,0.302156862745,0.119558823529,13.5882352941,16.4117647059,27.7058823529,4.05882352941,2.82352941176,16.4117647059
randomForest,0,0,40,0.371176470588,0.158941176471,12.7647058824,15.8823529412,27.7058823529,4.05882352941,3.11764705882,15.8823529412
0.0,0.6,0.0,40,0.0567647058824,0.0165882352941,1.47058823529,1.82352941176,27.7058823529,4.05882352941,0.352941176471,1.82352941176
0.1,0.6,0.1,40,0.345980392157,0.139823529412,10.4705882353,12.9411764706,27.7058823529,4.05882352941,2.47058823529,12.9411764706
0.2,0.6,0.2,40,0.486960784314,0.208470588235,16.8235294118,20.7058823529,27.7058823529,4.05882352941,3.88235294118,20.7058823529
