algorithm,pBug,pValid,times,index,precision_avg,recall_avg,steps,tests_avg,files_avg,bugged_avg,initials,tests
uniform,0,0,10,0,0,0,0,0,16,2,0,0
uniform,0,0,10,1,0.765,0.273333333333,3.0,11.0,11,3,2.0,11.0
uniform,0,0,10,2,0.75,0.395,2.0,11.0,7,2,2.0,11.0
uniform,0,0,10,3,0.745,0.395,5.0,11.0,10,2,2.0,11.0
uniform,0,0,10,4,0.72,0.36,2.0,10.0,6,2,2.0,10.0
uniform,0,0,10,5,0.9,0.343333333333,5.0,11.0,9,3,2.0,11.0
uniform,0,0,10,6,0.75,0.266666666667,6.0,11.0,9,3,2.0,11.0
uniform,0,0,10,7,0,0,0,0,8,2,0,0
uniform,0,0,10,8,0,0,0,0,11,2,0,0
uniform,0,0,10,9,0.875,0.333333333333,6.0,9.0,12,3,2.0,9.0
uniform,0,0,10,10,0,0,0,0,16,2,0,0
uniform,0,0,10,11,0.755,0.39,2.0,6.0,5,2,2.0,6.0
uniform,0,0,10,12,0.81,0.306666666667,9.0,11.0,10,3,2.0,11.0
uniform,0,0,10,13,0.735,0.385,5.0,11.0,7,2,2.0,11.0
uniform,0,0,10,14,0,0,0,0,9,2,0,0
uniform,0,0,10,15,0.755,0.39,6.0,11.0,10,2,2.0,11.0
uniform,0,0,10,16,0,0,0,0,13,1,0,0
randomForest,0,0,10,0,0.36,0.355,5.0,10.0,16,2,2.0,10.0
randomForest,0,0,10,1,0.775,0.26,3.0,11.0,11,3,2.0,11.0
randomForest,0,0,10,2,0.975,0.49,1.0,11.0,7,2,2.0,11.0
randomForest,0,0,10,3,0.84,0.47,2.0,11.0,10,2,2.0,11.0
randomForest,0,0,10,4,0.99,0.495,0.0,10.0,6,2,2.0,10.0
randomForest,0,0,10,5,0.99,0.33,0.0,11.0,9,3,2.0,11.0
randomForest,0,0,10,6,0,0,0,0,9,3,0,0
randomForest,0,0,10,7,0.78,0.39,0.0,9.0,8,2,2.0,9.0
randomForest,0,0,10,8,0,0,0,0,11,2,0,0
randomForest,0,0,10,9,0.783333333333,0.293333333333,4.0,9.0,12,3,2.0,9.0
randomForest,0,0,10,10,0,0,0,0,16,2,0,0
randomForest,0,0,10,11,0,0,0,0,5,2,0,0
randomForest,0,0,10,12,0.855,0.316666666667,3.0,11.0,10,3,2.0,11.0
randomForest,0,0,10,13,0.86,0.43,2.0,11.0,7,2,2.0,11.0
randomForest,0,0,10,14,0,0,0,0,9,2,0,0
randomForest,0,0,10,15,0.815,0.41,3.0,11.0,10,2,2.0,11.0
randomForest,0,0,10,16,0.7,0.7,2.0,11.0,13,1,2.0,11.0
0.0,0.6,0.0,10,0,0.88,0.445,1.0,10.0,16,2,2.0,10.0
0.0,0.6,0.0,10,1,0.975,0.326666666667,1.0,11.0,11,3,2.0,11.0
