0,P,0.7
1,10,P,0.15
9,P,0.03
18,10,2,P,0.03
14,P,0.03
16,10,P,0.02
6,10,P,0.01
18,10,8,P,0.01
18,10,15,P,0.01
18,10,12,P,0.01
13,10,P,0.01
18,10,17,P,0.0
