0,1,P,0.19
1,57,56,P,0.13
0,47,P,0.05
0,48,P,0.03
48,57,56,P,0.02
47,57,56,P,0.02
45,P,0.02
12,P,0.02
55,57,P,0.01
54,57,56,P,0.01
44,57,P,0.01
43,P,0.01
42,P,0.01
35,57,56,P,0.01
34,57,56,P,0.01
29,57,56,P,0.01
14,P,0.01
1,6,56,P,0.01
1,28,56,P,0.01
0,8,P,0.01
0,7,P,0.01
0,6,P,0.01
0,55,P,0.01
0,54,P,0.01
0,53,P,0.01
0,52,P,0.01
0,51,P,0.01
0,50,P,0.01
0,5,P,0.01
0,49,P,0.01
0,46,P,0.01
0,44,P,0.01
0,40,P,0.01
0,4,P,0.01
0,37,P,0.01
0,36,P,0.01
0,35,P,0.01
0,34,P,0.01
0,33,P,0.01
0,32,P,0.01
0,31,P,0.01
0,30,P,0.01
0,3,P,0.01
0,29,P,0.01
0,27,P,0.01
0,26,P,0.01
0,23,P,0.01
0,21,P,0.01
0,20,P,0.01
0,2,P,0.01
0,19,P,0.01
0,18,P,0.01
0,16,P,0.01
0,15,P,0.01
0,13,P,0.01
0,11,P,0.01
0,10,P,0.0
