2,P,0.82
14,P,0.02
13,P,0.02
3,37,P,0.01
3,29,P,0.01
3,24,38,P,0.01
3,24,15,P,0.01
3,20,38,P,0.01
3,20,21,P,0.01
0,38,23,P,0.01
0,24,38,P,0.01
0,24,21,P,0.01
0,24,15,P,0.01
0,21,23,P,0.01
0,21,22,P,0.01
0,20,38,P,0.01
0,20,21,P,0.01
0,20,15,P,0.01
0,15,23,P,0.01
0,15,22,P,0.01
0,29,P,0.0
