2,P,0.75
38,P,0.02
36,P,0.02
33,P,0.02
25,42,P,0.02
25,1,P,0.02
24,42,P,0.02
23,1,P,0.02
19,42,P,0.02
19,1,P,0.02
18,42,P,0.02
18,1,P,0.02
35,P,0.01
26,1,P,0.01
24,1,P,0.01
23,42,P,0.01
22,P,0.01
16,P,0.01
26,42,P,0.0
