0,P,0.74
26,P,0.08
6,7,P,0.07
9,7,P,0.01
8,7,4,P,0.01
5,7,40,P,0.01
5,7,3,P,0.01
5,7,13,P,0.01
39,7,40,P,0.01
39,7,3,P,0.01
39,7,13,P,0.01
2,7,4,P,0.01
2,7,3,P,0.01
2,7,13,P,0.01
12,7,P,0.01
15,7,13,P,0.0
