0,P,0.37
54,15,P,0.04
54,14,P,0.04
53,14,P,0.04
26,P,0.04
2,P,0.04
1,14,P,0.04
1,54,P,0.03
1,34,P,0.02
9,54,P,0.01
9,14,P,0.01
59,P,0.01
58,P,0.01
57,34,P,0.01
57,14,P,0.01
54,57,P,0.01
54,55,P,0.01
54,27,P,0.01
52,P,0.01
43,54,P,0.01
43,34,P,0.01
43,14,P,0.01
41,54,P,0.01
41,14,P,0.01
32,54,P,0.01
31,54,P,0.01
31,34,P,0.01
31,14,P,0.01
28,P,0.01
25,54,P,0.01
25,34,P,0.01
25,14,P,0.01
20,54,P,0.01
20,34,P,0.01
20,14,P,0.01
18,P,0.01
1,68,P,0.01
10,P,0.0
