2,3,P,0.22
0,7,5,P,0.22
0,3,P,0.16
0,7,8,P,0.11
0,4,P,0.08
2,4,13,P,0.06
2,4,12,P,0.05
14,3,P,0.05
14,4,P,0.03
0,10,5,P,0.0
