1,3,P,0.62
5,3,P,0.21
0,5,P,0.09
0,1,4,P,0.03
5,9,P,0.01
1,2,9,P,0.01
1,2,8,P,0.01
0,1,7,P,0.01
1,4,8,P,0.0
