0,P,0.616541768930235
4,5,P,0.04457293797590853
4,10,P,0.044572937975901394
5,10,P,0.04457293797589343
5,8,P,0.04457293797524385
3,4,P,0.04457293797177224
6,P,0.02238596213956453
22,P,0.02238596213956453
18,P,0.02238596213956453
12,P,0.02238596213956453
4,20,P,0.011143234489500574
4,11,P,0.011143234489500574
4,16,P,0.011143234482451
17,P,0.007335432071778209
4,23,P,0.006603398218553113
5,15,P,0.004701052051953093
4,7,P,0.003651415078172477
5,9,P,0.0036514150682352697
4,9,P,0.003651414677081225
4,13,P,0.0029854773478098532
19,P,0.00178143266092938
5,14,P,0.0013121471528979064
1,P,0.0010674458565039756
2,P,6.901454790753023E-4
21,P,1.8921351234553628E-4
