0,P,0.7395118473662423
16,23,P,0.13908390404201665
11,23,P,0.03477097601184005
3,23,P,0.009315783611137229
10,23,P,0.0068272099254210105
22,23,P,0.006827209925395352
18,23,P,0.006023018312223562
8,23,P,0.00602301831177202
14,23,P,0.00602301831177202
21,23,P,0.006023017369959564
9,23,P,0.005388395182314141
12,23,P,0.004450629648429314
17,23,P,0.0037909466268897236
19,23,P,0.003529396463654657
1,23,P,0.0035293952032639207
20,23,P,0.003529389891146675
6,23,P,0.00330161198685816
15,23,P,0.00310145037935929
2,23,P,0.003101446303354004
5,23,P,0.002924168120298645
4,23,P,0.0029241670066520974
