algo,noise,project,test #,instance,most or all,wasted effort, precision, recall, HS wasted effort
comp/test prob,20,orient,20,3,all,0,0.6750918705745101,0.26300719323975597,1
comp/test prob,30,orient,20,3,all,0,0.5904666076106282,0.23448965467138153,16
comp/test prob,40,orient,20,3,all,0,0.5145096960527549,0.2033262677319302,22
comp/test prob,50,orient,20,3,all,29,0.438725490195996,0.16854990583801996,23
comp prob,none,orient,20,3,all,35,0.531094504737248,0.17437025205701837,35
barinel,none,orient,20,4,all,14,0.25920415481885406,0.08091274217981467,14
comp/test prob,00,orient,20,4,all,0,1.0,0.625,0
comp/test prob,05,orient,20,4,all,0,0.8872025736182487,0.5572747653638175,0
comp/test prob,10,orient,20,4,all,0,0.7988917861796856,0.5040516942791374,0
comp/test prob,15,orient,20,4,all,0,0.7249343737302776,0.4588660817193903,0
comp/test prob,20,orient,20,4,all,0,0.6594470975988426,0.41797407912695017,0
comp/test prob,30,orient,20,4,all,0,0.5423777995495495,0.34214390313037346,0
comp/test prob,40,orient,20,4,all,0,0.4370643020468221,0.2714143886221483,0
comp/test prob,50,orient,20,4,all,13,0.3423913043477809,0.2072368421052537,3
comp prob,none,orient,20,4,all,14,0.2800821476319693,0.09666021723174163,14
barinel,none,orient,20,5,all,62,0.3691569806991586,0.10476359127463489,62
comp/test prob,00,orient,20,5,all,0,1.0,0.45,0
comp/test prob,05,orient,20,5,all,0,0.8299879383717391,0.3897678871608116,0
comp/test prob,10,orient,20,5,all,0,0.7430527164200342,0.35537430167598916,0
comp/test prob,15,orient,20,5,all,0,0.6856684207115183,0.3300855527719321,0
comp/test prob,20,orient,20,5,all,0,0.6392442432591683,0.3073817034700372,0
comp/test prob,30,orient,20,5,all,0,0.5493863684079068,0.2588877229799764,0
comp/test prob,40,orient,20,5,all,0,0.4446647513453738,0.20144821264891377,3
comp/test prob,50,orient,20,5,all,40,0.325925925925874,0.14042553191487442,7
comp prob,none,orient,20,5,all,62,0.663945621424427,0.21308798424572462,62
barinel,none,orient,20,6,all,0,0.5637539660282355,0.390420409956317,0
comp/test prob,00,orient,20,6,all,6,1.0,0.5,0
comp/test prob,05,orient,20,6,all,0,0.6712749615975923,0.4292730844794065,0
comp/test prob,10,orient,20,6,all,0,0.40206185566974245,0.30952380952358655,0
comp/test prob,15,orient,20,6,all,0,0.25425477050028455,0.21603856266434807,0
comp/test prob,20,orient,20,6,all,0,0.17204301075262213,0.15384615384609884,4
comp/test prob,30,orient,20,6,all,0,0.0911583276218511,0.0851472471192533,4
comp/test prob,40,orient,20,6,all,0,0.05418719211827638,0.05140186915892328,21
comp/test prob,50,orient,20,6,all,6,0.03401360544217687,0.032467532467532464,21
comp prob,none,orient,20,6,all,1,0.570609684971565,0.44980050922280107,1
barinel,none,orient,20,7,all,12,0.7784808982046634,0.15021709914492867,12
comp/test prob,00,orient,20,7,all,0,1.0,0.33333333333333326,0
comp/test prob,05,orient,20,7,all,0,0.9847890170080471,0.330529598129305,0
comp/test prob,10,orient,20,7,all,0,0.9578620872261702,0.32477876106193543,0
comp/test prob,15,orient,20,7,all,0,0.9179135122522818,0.31503642779685725,0
comp/test prob,20,orient,20,7,all,0,0.8649896145856788,0.3004649671316204,0
comp/test prob,30,orient,20,7,all,0,0.7288728769938594,0.2566934924234178,1
comp/test prob,40,orient,20,7,all,0,0.5777202072536292,0.2011727559763989,5
comp/test prob,50,orient,20,7,all,12,0.43884892086332505,0.14734299516907987,10
comp prob,none,orient,20,7,all,12,0.07878411874260298,0.013282897502254885,12
barinel,none,orient,20,8,all,2,0.748702402423416,0.37370464356434807,2
comp/test prob,00,orient,20,8,all,0,1.0,0.625,0
comp/test prob,05,orient,20,8,all,0,0.9482932189747747,0.6068751774090034,0
comp/test prob,10,orient,20,8,all,0,0.8942740851972831,0.5841334985287673,0
comp/test prob,15,orient,20,8,all,0,0.8393897882029951,0.5574684081189272,0
comp/test prob,20,orient,20,8,all,0,0.7847712618973688,0.5276630883566794,0
comp/test prob,30,orient,20,8,all,0,0.6792456322178952,0.46174072769360963,0
comp/test prob,40,orient,20,8,all,0,0.5807835287391104,0.3917824074074901,6
comp/test prob,50,orient,20,8,all,4,0.48913043478260826,0.321428571428575,6
comp prob,none,orient,20,8,all,2,0.7498713243985864,0.37487134647714254,2
barinel,none,orient,20,9,all,1,0.8166551416863918,0.30980975194160076,1
comp/test prob,00,orient,20,9,all,0,1.0,0.5,0
comp/test prob,05,orient,20,9,all,0,0.9309236947790944,0.48051409618572727,0
comp/test prob,10,orient,20,9,all,0,0.8584615384614912,0.45588235294116203,0
comp/test prob,15,orient,20,9,all,0,0.7846153846154224,0.42703349282300856,0
comp/test prob,20,orient,20,9,all,0,0.7111111111110098,0.39506172839503717,0
comp/test prob,30,orient,20,9,all,0,0.570370370370435,0.3262711864407319,0
comp/test prob,40,orient,20,9,all,0,0.4434782608698158,0.25757575757587564,4
comp/test prob,50,orient,20,9,all,2,0.33333333333333337,0.19444444444444445,4
comp prob,none,orient,20,9,all,5,0.6790058277871892,0.2768300454019075,5
barinel,none,orient,20,10,all,6,0.8512166815843907,0.2095056076307136,6
comp/test prob,00,orient,20,10,all,0,1.0,0.39999999999999997,0
comp/test prob,05,orient,20,10,all,0,0.9786705355395635,0.3954202770444046,0
comp/test prob,10,orient,20,10,all,0,0.946573426573441,0.38745450828051614,0
comp/test prob,15,orient,20,10,all,0,0.9017819581696482,0.3745674840305122,0
comp/test prob,20,orient,20,10,all,0,0.8432809773122946,0.35529411764705504,0
comp/test prob,30,orient,20,10,all,0,0.6898036732111176,0.2957773251867621,1
comp/test prob,40,orient,20,10,all,0,0.5132947976878013,0.21858461538455679,3
comp/test prob,50,orient,20,10,all,5,0.3508771929824559,0.14545454545454578,9
comp prob,none,orient,20,10,all,6,0.6473196662164464,0.19236799326871828,6
barinel,none,orient,20,11,all,0,0.9565795514485278,0.362141989362362,0
comp/test prob,00,orient,20,11,all,0,1.0,0.5,0
comp/test prob,05,orient,20,11,all,0,0.9384615384615981,0.484126984127,0
comp/test prob,10,orient,20,11,all,0,0.8857142857143934,0.46969696969700003,0
comp/test prob,15,orient,20,11,all,0,0.8399999999999902,0.4565217391304319,0
comp/test prob,20,orient,20,11,all,0,0.799999999999928,0.44444444444442227,0
comp/test prob,30,orient,20,11,all,0,0.7333333333330252,0.4230769230768205,0
comp/test prob,40,orient,20,11,all,0,0.6800000000002687,0.40476190476199997,0
comp/test prob,50,orient,20,11,all,0,0.6363636363636364,0.3888888888888889,0
comp prob,none,orient,20,11,all,0,0.9972047573562889,0.6615942377959785,0
barinel,none,orient,20,12,all,0,0.8239412354761324,0.47230683318028144,1
comp/test prob,00,orient,20,12,all,0,1.0,0.5,0
comp/test prob,05,orient,20,12,all,0,0.8807947019868619,0.4901719901719999,0
comp/test prob,10,orient,20,12,all,0,0.7443609022555987,0.4626168224299036,0
comp/test prob,15,orient,20,12,all,0,0.6138147566719835,0.4222462203024154,0
comp/test prob,20,orient,20,12,all,0,0.5,0.375,0
comp/test prob,30,orient,20,12,all,0,0.32851985559570945,0.2791411042944441,2
comp/test prob,40,orient,20,12,all,0,0.2164948453610771,0.19811320754738115,2
comp/test prob,50,orient,20,12,all,0,0.14285714285714288,0.13636363636363638,6
comp prob,none,orient,20,12,all,0,0.98942865558126,0.4999682174133961,0
barinel,none,orient,20,13,all,7,0.3948455891408662,0.24248484243534701,7
comp/test prob,00,orient,20,13,all,21,1.0,0.5,0
comp/test prob,05,orient,20,13,all,0,0.9386287802553716,0.49515593895157467,0
comp/test prob,10,orient,20,13,all,0,0.7457325746799739,0.46113249037933596,0
comp/test prob,15,orient,20,13,all,0,0.5241198975657119,0.3887131374960758,0
comp/test prob,20,orient,20,13,all,0,0.36109345200256293,0.303743315508107,0
comp/test prob,30,orient,20,13,all,0,0.19304442331198846,0.17809807300636446,3
comp/test prob,40,orient,20,13,all,0,0.11971364178733107,0.11134401972897767,9
comp/test prob,50,orient,20,13,all,21,0.07954545454546985,0.0732984293193832,29
comp prob,none,orient,20,13,all,24,0.0873479238522057,0.049015971549361693,24
barinel,none,orient,20,14,all,6,0.6537530278802287,0.2635431921045695,6
comp/test prob,00,orient,20,14,all,15,1.0,0.3333333333333333,0
comp/test prob,05,orient,20,14,all,0,0.9339099355904837,0.350054091903408,0
comp/test prob,10,orient,20,14,all,0,0.8357131649142211,0.36260893246185805,0
comp/test prob,15,orient,20,14,all,0,0.7161148413031957,0.3632015670284139,0
comp/test prob,20,orient,20,14,all,0,0.5936343449296093,0.346286701208792,0
comp/test prob,30,orient,20,14,all,0,0.39114259470949353,0.27131633710094877,1
comp/test prob,40,orient,20,14,all,0,0.25874622624742777,0.1891962082845518,7
comp/test prob,50,orient,20,14,all,9,0.1744966442954048,0.127450980392228,15
comp prob,none,orient,20,14,all,6,0.9994758890672902,0.33324595861419226,6
barinel,none,orient,30,0,all,42,0.7095738151320138,0.15699079467049806,42
comp/test prob,00,orient,30,0,all,50,1.0,0.2777777777777778,0
comp/test prob,05,orient,30,0,all,50,0.9361961907324302,0.2672356085610855,50
comp/test prob,10,orient,30,0,all,50,0.8645510300591536,0.25565127158168627,50
comp/test prob,15,orient,30,0,all,50,0.7860238320165093,0.24232322746848317,50
comp/test prob,20,orient,30,0,all,50,0.7029246700612091,0.2262846109256855,50
comp/test prob,30,orient,30,0,all,50,0.5335124200746058,0.18282808947229093,50
comp/test prob,40,orient,30,0,all,50,0.3725665265050925,0.12752807364612256,50
comp/test prob,50,orient,30,0,all,50,0.23309466984887306,0.07594608605498228,50
comp prob,none,orient,30,0,all,42,0.8989094684174885,0.16090255843529527,42
barinel,none,orient,30,1,all,1,0.9444444444357317,0.47222222221786586,1
comp/test prob,00,orient,30,1,all,7,1.0,0.5,0
comp/test prob,05,orient,30,1,all,1,0.9959864944568768,0.4988081940470422,3
comp/test prob,10,orient,30,1,all,3,0.9797187657537033,0.49399038181038635,3
comp/test prob,15,orient,30,1,all,3,0.9440612653273097,0.48327095658432484,3
comp/test prob,20,orient,30,1,all,1,0.8836283793055378,0.46437328717724974,3
comp/test prob,30,orient,30,1,all,1,0.7031733368017797,0.40099764961320283,3
comp/test prob,40,orient,30,1,all,1,0.5278313585009231,0.3262091280653829,5
comp/test prob,50,orient,30,1,all,5,0.414965986394566,0.26754385964913036,7
comp prob,none,orient,30,1,all,1,0.9444444444357317,0.47222222221786586,1
barinel,none,orient,30,2,all,1,0.9998188008738955,0.28561076211489755,1
comp/test prob,00,orient,30,2,all,20,1.0,0.39285714285714285,0
comp/test prob,05,orient,30,2,all,20,0.9912375385951231,0.389830871400492,20
comp/test prob,10,orient,30,2,all,20,0.9739485352650094,0.3842876406860278,20
comp/test prob,15,orient,30,2,all,20,0.9489825665256545,0.3764235731062311,20
comp/test prob,20,orient,30,2,all,20,0.9183439475986774,0.36672393706004836,20
comp/test prob,30,orient,30,2,all,20,0.8503316523877784,0.34424593013982635,20
comp/test prob,40,orient,30,2,all,20,0.7861512111571843,0.319912073772213,20
comp/test prob,50,orient,30,2,all,20,0.7283950617284015,0.2906403940886698,20
comp prob,none,orient,30,2,all,1,0.9981909589089388,0.2846824146451298,1
barinel,none,orient,30,3,all,14,0.6997698610632155,0.1731905435047424,14
comp/test prob,00,orient,30,3,all,54,1.0,0.29999999999999993,0
comp/test prob,05,orient,30,3,all,54,0.8661647688232772,0.2793060470959654,54
comp/test prob,10,orient,30,3,all,54,0.796568892908953,0.2662446273921019,54
comp/test prob,15,orient,30,3,all,54,0.7506362488571348,0.25588408633557747,54
comp/test prob,20,orient,30,3,all,54,0.7143980200901487,0.24600069514377762,54
comp/test prob,30,orient,30,3,all,54,0.645962571054655,0.22199669393664054,54
comp/test prob,40,orient,30,3,all,54,0.5561948761024639,0.18452342247776132,54
comp/test prob,50,orient,30,3,all,54,0.4237726098190882,0.13029661016947847,54
comp prob,none,orient,30,3,all,14,0.7676724437819751,0.18454406060667425,14
barinel,none,orient,30,4,all,16,0.11469297563606058,0.036443776293526214,16
comp/test prob,00,orient,30,4,all,0,1.0,0.625,0
comp/test prob,05,orient,30,4,all,0,0.8233059773590544,0.5587839229361676,0
comp/test prob,10,orient,30,4,all,0,0.7389321427203422,0.516015526575427,0
comp/test prob,15,orient,30,4,all,0,0.6839693924535747,0.4825968696124186,0
comp/test prob,20,orient,30,4,all,0,0.6422275437790016,0.45399103760058424,1
comp/test prob,30,orient,30,4,all,0,0.5761019598238072,0.4032156619405989,1
comp/test prob,40,orient,30,4,all,0,0.5155137562065312,0.35204795809777006,2
comp/test prob,50,orient,30,4,all,24,0.444097995545657,0.2901629802095454,4
comp prob,none,orient,30,4,all,16,0.2777246316906885,0.10914064748710478,16
barinel,none,orient,30,5,all,75,0.3894603146633928,0.09520077100710228,75
comp/test prob,00,orient,30,5,all,92,1.0,0.375,0
comp/test prob,05,orient,30,5,all,92,0.8774756273340883,0.33941896161517976,92
comp/test prob,10,orient,30,5,all,92,0.7887234107385277,0.31209405488522046,92
comp/test prob,15,orient,30,5,all,92,0.7220091963456293,0.29044715739096305,92
comp/test prob,20,orient,30,5,all,92,0.6687760015849085,0.2721394376852872,92
comp/test prob,30,orient,30,5,all,92,0.5784185752821455,0.23735477912878153,92
comp/test prob,40,orient,30,5,all,92,0.4814621162025539,0.19423557477553477,92
comp/test prob,50,orient,30,5,all,92,0.36071428571430353,0.13839063278524286,92
comp prob,none,orient,30,5,all,75,0.7387552270672207,0.21055567499820607,75
barinel,none,orient,30,6,all,12,0.5779472407401642,0.22950203595890886,12
comp/test prob,00,orient,30,6,all,41,1.0,0.25,0
comp/test prob,05,orient,30,6,all,5,0.7559225195094625,0.29151031566158564,0
comp/test prob,10,orient,30,6,all,5,0.6524900837372059,0.3052577319587971,0
comp/test prob,15,orient,30,6,all,5,0.572946587997895,0.3008480498493632,0
comp/test prob,20,orient,30,6,all,5,0.5036119711043673,0.2845481049562973,0
comp/test prob,30,orient,30,6,all,5,0.3927768687177802,0.23797254602899529,6
comp/test prob,40,orient,30,6,all,5,0.3146889252217004,0.1930834213305943,12
comp/test prob,50,orient,30,6,all,17,0.25757575757574747,0.15575916230363704,35
comp prob,none,orient,30,6,all,12,0.5671023595593851,0.23920490130895675,12
barinel,none,orient,30,7,all,21,0.7984930480333583,0.11512469935903281,21
comp/test prob,00,orient,30,7,all,51,1.0,0.23809523809523808,0
comp/test prob,05,orient,30,7,all,51,0.9876356246202022,0.23627486697390804,51
comp/test prob,10,orient,30,7,all,51,0.9689207021739079,0.23340039261796153,51
comp/test prob,15,orient,30,7,all,51,0.9405156476828787,0.22857477797767145,51
comp/test prob,20,orient,30,7,all,51,0.8975499117928059,0.22022033430576798,51
comp/test prob,30,orient,30,7,all,51,0.7449901413004554,0.18399160240622334,51
comp/test prob,40,orient,30,7,all,51,0.5055476271304219,0.12018496698808598,51
comp/test prob,50,orient,30,7,all,51,0.27744165946416677,0.06160046056420839,51
comp prob,none,orient,30,7,all,21,0.3710877542580485,0.051774639305236694,21
barinel,none,orient,30,8,all,4,0.6249769528361067,0.17855825921149618,4
comp/test prob,00,orient,30,8,all,10,1.0,0.3999999999999999,0
comp/test prob,05,orient,30,8,all,10,0.9543450667938599,0.3837460213625786,10
comp/test prob,10,orient,30,8,all,10,0.9102329033341758,0.36754094501732804,10
comp/test prob,15,orient,30,8,all,10,0.8675650410976272,0.3513207088086131,10
comp/test prob,20,orient,30,8,all,10,0.8261063793951651,0.3349516148668865,10
comp/test prob,30,orient,30,8,all,10,0.7450417567949704,0.3007701086814445,10
comp/test prob,40,orient,30,8,all,10,0.6613071673182727,0.26185427215411994,10
comp/test prob,50,orient,30,8,all,10,0.5648854961832058,0.21356421356421304,10
comp prob,none,orient,30,8,all,4,0.6249977181454119,0.17857012462165842,4
barinel,none,orient,30,9,all,1,0.8166551416863918,0.30980975194160076,1
comp/test prob,00,orient,30,9,all,0,1.0,0.5,0
comp/test prob,05,orient,30,9,all,0,0.9309236947790944,0.48051409618572727,0
comp/test prob,10,orient,30,9,all,0,0.8584615384614912,0.45588235294116203,0
comp/test prob,15,orient,30,9,all,0,0.7846153846154224,0.42703349282300856,0
comp/test prob,20,orient,30,9,all,0,0.7111111111110098,0.39506172839503717,0
comp/test prob,30,orient,30,9,all,0,0.570370370370435,0.3262711864407319,0
comp/test prob,40,orient,30,9,all,0,0.4434782608698158,0.25757575757587564,4
comp/test prob,50,orient,30,9,all,2,0.33333333333333337,0.19444444444444445,4
comp prob,none,orient,30,9,all,5,0.6790058277871892,0.2768300454019075,5
barinel,none,orient,30,10,all,10,0.8151580566022101,0.15268748722810263,10
comp/test prob,00,orient,30,10,all,14,1.0,0.2380952380952381,0
comp/test prob,05,orient,30,10,all,14,0.9007495934095537,0.2311366797112297,14
comp/test prob,10,orient,30,10,all,14,0.8193293886232202,0.2244742836258701,14
comp/test prob,15,orient,30,10,all,14,0.7512631964909073,0.21796889550087586,14
comp/test prob,20,orient,30,10,all,14,0.6931814439837577,0.21144905142269801,14
comp/test prob,30,orient,30,10,all,14,0.5974454783436913,0.19755886984050364,14
comp/test prob,40,orient,30,10,all,14,0.5181792080293992,0.1809626715980157,14
comp/test prob,50,orient,30,10,all,14,0.44613159797540763,0.15939033841384656,14
comp prob,none,orient,30,10,all,10,0.9967036763697431,0.14286599866177618,10
barinel,none,orient,30,11,all,0,0.9565795514485278,0.362141989362362,0
comp/test prob,00,orient,30,11,all,0,1.0,0.5,0
comp/test prob,05,orient,30,11,all,0,0.9384615384615981,0.484126984127,0
comp/test prob,10,orient,30,11,all,0,0.8857142857143934,0.46969696969700003,0
comp/test prob,15,orient,30,11,all,0,0.8399999999999902,0.4565217391304319,0
comp/test prob,20,orient,30,11,all,0,0.799999999999928,0.44444444444442227,0
comp/test prob,30,orient,30,11,all,0,0.7333333333330252,0.4230769230768205,0
comp/test prob,40,orient,30,11,all,0,0.6800000000002687,0.40476190476199997,0
comp/test prob,50,orient,30,11,all,0,0.6363636363636364,0.3888888888888889,0
comp prob,none,orient,30,11,all,0,0.9972047573562889,0.6615942377959785,0
barinel,none,orient,30,12,all,0,0.8239412354761324,0.47230683318028144,1
comp/test prob,00,orient,30,12,all,0,1.0,0.5,0
comp/test prob,05,orient,30,12,all,0,0.8807947019868619,0.4901719901719999,0
comp/test prob,10,orient,30,12,all,0,0.7443609022555987,0.4626168224299036,0
comp/test prob,15,orient,30,12,all,0,0.6138147566719835,0.4222462203024154,0
comp/test prob,20,orient,30,12,all,0,0.5,0.375,0
comp/test prob,30,orient,30,12,all,0,0.32851985559570945,0.2791411042944441,2
comp/test prob,40,orient,30,12,all,0,0.2164948453610771,0.19811320754738115,2
comp/test prob,50,orient,30,12,all,0,0.14285714285714288,0.13636363636363638,6
comp prob,none,orient,30,12,all,0,0.98942865558126,0.4999682174133961,0
barinel,none,orient,30,13,all,3,0.3187454164066317,0.20574078469766258,3
comp/test prob,00,orient,30,13,all,38,1.0,0.5,0
comp/test prob,05,orient,30,13,all,0,0.9963817827439382,0.4993296235836979,0
comp/test prob,10,orient,30,13,all,0,0.9412701707000402,0.4868679484174346,0
comp/test prob,15,orient,30,13,all,0,0.7277212607968634,0.4271236796474972,1
comp/test prob,20,orient,30,13,all,0,0.4147893702872884,0.3013469164502215,7
comp/test prob,30,orient,30,13,all,0,0.10048965287385389,0.09509250661998547,7
comp/test prob,40,orient,30,13,all,0,0.03599252787687908,0.036310907244441706,31
comp/test prob,50,orient,30,13,all,38,0.01897533206830901,0.019564002235886113,41
comp prob,none,orient,30,13,all,32,0.05841930786693507,0.03208789304940626,32
barinel,none,orient,30,14,all,7,0.9264024700228144,0.32473389856370527,7
comp/test prob,00,orient,30,14,all,32,1.0,0.3333333333333333,0
comp/test prob,05,orient,30,14,all,32,0.9998617605052079,0.33331797197377266,32
comp/test prob,10,orient,30,14,all,32,0.9961611130039464,0.3329056958992488,32
comp/test prob,15,orient,30,14,all,32,0.9682460821745525,0.3297288151930701,32
comp/test prob,20,orient,30,14,all,32,0.854381374486045,0.31541388215349186,32
comp/test prob,30,orient,30,14,all,32,0.3061239581459532,0.1898739983178392,32
comp/test prob,40,orient,30,14,all,32,0.05004522605619561,0.04549191928727189,32
comp/test prob,50,orient,30,14,all,32,0.0076045627376495305,0.007490636704126588,32
comp prob,none,orient,30,14,all,7,0.9992478104352278,0.33324971478369186,7
barinel,none,orient,40,0,all,45,0.7364343440318518,0.16500035464936855,45
comp/test prob,00,orient,40,0,all,54,1.0,0.2777777777777778,0
comp/test prob,05,orient,40,0,all,54,0.9360732279818335,0.2672119199384608,54
comp/test prob,10,orient,40,0,all,54,0.8636213471183276,0.2554594770141853,54
comp/test prob,15,orient,40,0,all,54,0.7831962614748128,0.24168124978928637,54
comp/test prob,20,orient,40,0,all,54,0.6971769136186905,0.22482723256079643,54
comp/test prob,30,orient,40,0,all,54,0.521051005256593,0.17906121698242985,54
comp/test prob,40,orient,40,0,all,54,0.3563954257666711,0.12258765613136885,54
comp/test prob,50,orient,40,0,all,54,0.21851599727706522,0.07200538358008907,54
comp prob,none,orient,40,0,all,45,0.8955645654319355,0.1610716402396011,45
barinel,none,orient,40,1,all,1,0.9444444444357317,0.47222222221786586,1
comp/test prob,00,orient,40,1,all,7,1.0,0.5,0
comp/test prob,05,orient,40,1,all,1,0.9959864944568768,0.4988081940470422,3
comp/test prob,10,orient,40,1,all,3,0.9797187657537033,0.49399038181038635,3
comp/test prob,15,orient,40,1,all,3,0.9440612653273097,0.48327095658432484,3
comp/test prob,20,orient,40,1,all,1,0.8836283793055378,0.46437328717724974,3
comp/test prob,30,orient,40,1,all,1,0.7031733368017797,0.40099764961320283,3
comp/test prob,40,orient,40,1,all,1,0.5278313585009231,0.3262091280653829,5
comp/test prob,50,orient,40,1,all,5,0.414965986394566,0.26754385964913036,7
comp prob,none,orient,40,1,all,1,0.9444444444357317,0.47222222221786586,1
barinel,none,orient,40,2,all,1,0.9999290153921526,0.2856737259603483,1
comp/test prob,00,orient,40,2,all,21,1.0,0.39285714285714285,0
comp/test prob,05,orient,40,2,all,21,0.9912145444056757,0.3898241026845912,21
comp/test prob,10,orient,40,2,all,21,0.9737721415590157,0.38423554249277053,21
comp/test prob,15,orient,40,2,all,21,0.9484435582144286,0.37626326001553334,21
comp/test prob,20,orient,40,2,all,21,0.9172515908808434,0.3663962219001536,21
comp/test prob,30,orient,40,2,all,21,0.8480265226393623,0.3435515153688948,21
comp/test prob,40,orient,40,2,all,21,0.7833060797028542,0.319137946522064,21
comp/test prob,50,orient,40,2,all,21,0.726190476190509,0.2904761904761865,21
comp prob,none,orient,40,2,all,1,0.9992906071253014,0.2853092057181781,1
barinel,none,orient,40,3,all,14,0.7060225448509819,0.17562315807971007,14
comp/test prob,00,orient,40,3,all,60,1.0,0.29999999999999993,0
comp/test prob,05,orient,40,3,all,60,0.8569944217638261,0.2781332570064947,60
comp/test prob,10,orient,40,3,all,60,0.7880473422078178,0.26524003834059723,60
comp/test prob,15,orient,40,3,all,60,0.7441635213922337,0.2553090202019803,60
comp/test prob,20,orient,40,3,all,60,0.7100735563561096,0.24588783889740046,60
comp/test prob,30,orient,40,3,all,60,0.6453349237113166,0.22264794962569653,60
comp/test prob,40,orient,40,3,all,60,0.5577354693909246,0.18540800137215818,60
comp/test prob,50,orient,40,3,all,60,0.42482100238659604,0.13062622309196528,60
comp prob,none,orient,40,3,all,14,0.78482164003583,0.1914098608901956,14
barinel,none,orient,40,4,all,21,0.10695097285031134,0.0338757380589634,21
comp/test prob,00,orient,40,4,all,0,1.0,0.625,0
comp/test prob,05,orient,40,4,all,0,0.7989154940199796,0.5513359151541921,0
comp/test prob,10,orient,40,4,all,0,0.7347624170828121,0.519400357853074,0
comp/test prob,15,orient,40,4,all,0,0.698996028715462,0.4971046029519268,0
comp/test prob,20,orient,40,4,all,0,0.6731060576382871,0.47782040728821834,0
comp/test prob,30,orient,40,4,all,0,0.6291159029651994,0.4387579829741003,0
comp/test prob,40,orient,40,4,all,0,0.576860363157976,0.38804412286901874,2
comp/test prob,50,orient,40,4,all,29,0.4940607127144735,0.3122914349276965,4
comp prob,none,orient,40,4,all,21,0.08583697771686832,0.024105565911729913,21
barinel,none,orient,40,5,all,79,0.3879350578522661,0.09439909877287599,79
comp/test prob,00,orient,40,5,all,98,1.0,0.375,0
comp/test prob,05,orient,40,5,all,98,0.8716190099831719,0.33766543963917817,98
comp/test prob,10,orient,40,5,all,98,0.7824636726392737,0.31013695430785726,98
comp/test prob,15,orient,40,5,all,98,0.7169498798959529,0.2888112800116055,98
comp/test prob,20,orient,40,5,all,98,0.6651097942261749,0.2709021786376181,98
comp/test prob,30,orient,40,5,all,98,0.5765347432240032,0.23651310878170756,98
comp/test prob,40,orient,40,5,all,98,0.47964137883243796,0.1930510632760312,98
comp/test prob,50,orient,40,5,all,98,0.35789800995027304,0.13663342830009198,98
comp prob,none,orient,40,5,all,79,0.7389315890468761,0.21147775401850633,79
barinel,none,orient,40,6,all,13,0.5917567399196219,0.2381315592330874,13
comp/test prob,00,orient,40,6,all,44,1.0,0.25,0
comp/test prob,05,orient,40,6,all,5,0.7554302764008415,0.29145826620155174,0
comp/test prob,10,orient,40,6,all,5,0.6505854361029603,0.30486767208495963,0
comp/test prob,15,orient,40,6,all,5,0.5695587176335103,0.29983553911751076,0
comp/test prob,20,orient,40,6,all,5,0.4993682082386103,0.2829324169530298,0
comp/test prob,30,orient,40,6,all,5,0.3889968929543217,0.23609384547302548,6
comp/test prob,40,orient,40,6,all,5,0.3126593732005435,0.19193092304578413,12
comp/test prob,50,orient,40,6,all,18,0.25720164609053503,0.1554726368159205,37
comp prob,none,orient,40,6,all,13,0.5739828929355673,0.24412949559963487,13
barinel,none,orient,40,7,all,30,0.7391916065979963,0.10506092167654021,30
comp/test prob,00,orient,40,7,all,68,1.0,0.23809523809523808,0
comp/test prob,05,orient,40,7,all,68,0.9797281842434119,0.23507197206703184,68
comp/test prob,10,orient,40,7,all,68,0.9509057613686251,0.23063198944930294,68
comp/test prob,15,orient,40,7,all,68,0.9114764956175778,0.22400805631088677,68
comp/test prob,20,orient,40,7,all,68,0.8594285047604534,0.2140684562877572,68
comp/test prob,30,orient,40,7,all,68,0.7122525732122875,0.17912606059319908,68
comp/test prob,40,orient,40,7,all,68,0.5174165386650632,0.12462272542450188,68
comp/test prob,50,orient,40,7,all,68,0.32142857142862025,0.07098765432102563,68
comp prob,none,orient,40,7,all,30,0.31903070094623304,0.042976623481924034,30
barinel,none,orient,40,8,all,4,0.6249769528361067,0.17855825921149618,4
comp/test prob,00,orient,40,8,all,10,1.0,0.3999999999999999,0
comp/test prob,05,orient,40,8,all,10,0.9543450667938599,0.3837460213625786,10
comp/test prob,10,orient,40,8,all,10,0.9102329033341758,0.36754094501732804,10
comp/test prob,15,orient,40,8,all,10,0.8675650410976272,0.3513207088086131,10
comp/test prob,20,orient,40,8,all,10,0.8261063793951651,0.3349516148668865,10
comp/test prob,30,orient,40,8,all,10,0.7450417567949704,0.3007701086814445,10
comp/test prob,40,orient,40,8,all,10,0.6613071673182727,0.26185427215411994,10
comp/test prob,50,orient,40,8,all,10,0.5648854961832058,0.21356421356421304,10
comp prob,none,orient,40,8,all,4,0.6249977181454119,0.17857012462165842,4
barinel,none,orient,40,9,all,1,0.8166551416863918,0.30980975194160076,1
comp/test prob,00,orient,40,9,all,0,1.0,0.5,0
comp/test prob,05,orient,40,9,all,0,0.9309236947790944,0.48051409618572727,0
comp/test prob,10,orient,40,9,all,0,0.8584615384614912,0.45588235294116203,0
comp/test prob,15,orient,40,9,all,0,0.7846153846154224,0.42703349282300856,0
comp/test prob,20,orient,40,9,all,0,0.7111111111110098,0.39506172839503717,0
comp/test prob,30,orient,40,9,all,0,0.570370370370435,0.3262711864407319,0
