0,P,0.6555327193295964
1,5,P,0.13766187156750068
1,13,P,0.034415467887086056
3,P,0.03343336245837188
10,P,0.03343336245837188
1,7,P,0.020394351326123966
9,P,0.014104699880079157
12,P,0.014104699880079157
5,6,P,0.01184794794027682
5,11,P,0.01184794794027682
4,5,P,0.007021006200987852
5,8,P,0.007021006194248648
2,5,P,0.004998353047196168
11,13,P,0.002961986991044188
6,13,P,0.0029619869910430564
6,7,P,0.0017552515500469776
8,13,P,0.0017552512578166174
4,13,P,0.0017552511341014643
7,11,P,0.0017552509912005434
2,13,P,0.0012382249745516614
