0,P,0.8291909936693391
8,P,0.05437317989267341
18,P,0.013593294978185887
4,P,0.008055285922665674
21,P,0.008055285922665674
16,P,0.008055285922665674
1,P,0.008055285922665674
3,P,0.005734671327736674
20,P,0.005734671327736674
14,P,0.005734671327736674
12,P,0.005734671327736674
11,P,0.005734671327736674
7,P,0.004454250905281496
15,P,0.004454250895747548
10,P,0.004454250895747548
9,P,0.0036418935913974724
6,P,0.0036418935913974724
2,P,0.0036418935682445788
17,P,0.003080391619823313
5,P,0.003080391599277756
22,P,0.003080391599277756
13,P,0.003080391599277756
23,P,0.00266901563249095
19,P,0.002669015632490949
