0,P,0.7515813956457043
1,10,P,0.05433563901750251
1,12,P,0.054335639016736804
1,18,P,0.05433563884840467
6,P,0.021196073425004222
1,23,P,0.013583909754035384
1,7,P,0.013583909753895734
1,22,P,0.0080497242976345
1,47,P,0.005730711927625967
27,P,0.005678817710448599
1,42,P,0.0036393739879633457
1,48,P,0.0030782649665990394
1,43,P,0.0030782649665990394
1,39,P,0.0026671728536767493
1,46,P,0.0021050739835398
17,P,0.0010107075690840405
1,38,P,9.751655490829996E-4
5,P,5.342848810918374E-4
21,P,3.090387585493072E-4
9,P,1.9119308682092592E-4
