0,P,0.9969340230538694
6,P,0.0017236948433505695
22,P,5.648203279185815E-4
1,12,P,1.6343180799255637E-4
1,10,P,1.6343180798526142E-4
16,P,1.3716838790761384E-4
5,P,8.219217532036462E-5
9,P,5.314045425865262E-5
1,18,P,4.085795199364181E-5
1,7,P,4.0857951643261255E-5
1,17,P,2.4212119702238133E-5
1,35,P,1.723694839089055E-5
1,36,P,1.0946596339659589E-5
1,32,P,1.0946596339659589E-5
1,31,P,1.0946596339659589E-5
1,30,P,9.258866176248113E-6
1,34,P,8.022375192642183E-6
1,29,P,4.811139278866076E-6
