0,3,P,0.5446446013231233
1,2,3,P,0.33223320679036067
7,P,0.03241877685211075
2,3,5,P,0.028593841428118546
2,3,4,P,0.028593841428118546
1,3,6,P,0.028593841428118535
3,5,6,P,0.002460945375024804
3,4,6,P,0.002460945375024804
