algorithm,pBug,pValid,times,precision_avg,recall_avg,steps,tests_avg,files_avg,bugged_avg,initials,tests
uniform,0,0,10,0.100416666667,0.0439166666667,0.55,1.9,11.8,2.8,0.4,1.9
randomForest,0,0,10,0.677333333333,0.329458333333,1.05,7.15,11.8,2.8,1.5,7.15
0.0,0.6,0.0,10,0.903916666667,0.411583333333,1.45,8.8,11.8,2.8,1.9,8.8
0.1,0.6,0.1,10,0.526166666667,0.276,1.9,6.05,11.8,2.8,1.3,6.05
0.2,0.6,0.2,10,0.1865,0.13025,0.75,2.35,11.8,2.8,0.5,2.35
uniform,0,0,20,0.187,0.0746666666667,1.25,6.3,18.2,3.25,1.4,6.3
randomForest,0,0,20,0.553333333333,0.237258333333,0.55,9.05,18.2,3.25,2.4,9.05
0.0,0.6,0.0,20,0.893,0.394891666667,1.15,14.6,18.2,3.25,3.75,14.6
0.1,0.6,0.1,20,0.580583333333,0.290666666667,3.1,10.95,18.2,3.25,2.8,10.95
0.2,0.6,0.2,20,0.197,0.110375,1.05,4.95,18.2,3.25,1.0,4.95
uniform,0,0,30,0.255833333333,0.111583333333,2.2,8.35,21.3,3.45,1.4,8.35
randomForest,0,0,30,0.553333333333,0.211908333333,1.15,11.1,21.3,3.45,2.4,11.1
0.0,0.6,0.0,30,0.8385,0.333825,1.35,17.0,21.3,3.45,3.6,17.0
0.1,0.6,0.1,30,0.450416666667,0.203458333333,1.65,10.65,21.3,3.45,2.2,10.65
0.2,0.6,0.2,30,0.206083333333,0.0931083333333,1.15,6.5,21.3,3.45,1.0,6.5
uniform,0,0,40,0.222333333333,0.100991666667,1.4,9.75,22.15,3.45,2.05,9.75
randomForest,0,0,40,0.510833333333,0.204933333333,0.55,10.55,22.15,3.45,3.2,10.55
0.0,0.6,0.0,40,0.9355,0.414058333333,0.6,19.75,22.15,3.45,5.7,19.75
0.1,0.6,0.1,40,0.461083333333,0.214658333333,1.1,11.25,22.15,3.45,3.15,11.25
0.2,0.6,0.2,40,0.208583333333,0.107541666667,1.05,7.5,22.15,3.45,1.5,7.5
