0,2,5,P,0.291799689165322
0,1,2,P,0.0729499222236219
0,2,55,P,0.07294992210522354
0,2,59,P,0.04322958357838554
0,2,9,P,0.04322958136138913
0,2,52,P,0.030775748408445675
0,2,44,P,0.030775748408445675
0,2,56,P,0.02390421799243291
0,2,45,P,0.02390421799243291
0,2,38,P,0.02390421799243291
0,2,19,P,0.01954462095241648
0,2,37,P,0.01954435411293608
0,2,63,P,0.019543807838885065
0,2,54,P,0.019543807838885065
0,2,49,P,0.01954285079729084
0,2,30,P,0.016531025177874
0,2,50,P,0.016530487323192757
0,2,21,P,0.016530487323192757
0,2,27,P,0.016530236898685925
0,2,51,P,0.014317313826769942
0,2,39,P,0.014317313826769942
0,2,58,P,0.012632362566355632
0,2,43,P,0.012622661449586068
0,2,23,P,0.012622661449586068
0,2,26,P,0.011284215035236933
0,2,18,P,0.011282748802881487
0,2,24,P,0.010209354077931259
0,2,7,P,0.009306954858295132
11,P,0.008768238647163988
0,2,32,P,0.008525754114591005
0,2,12,P,0.007892604141052605
0,2,28,P,0.007872068465288084
0,2,13,P,0.007326151633128995
0,2,22,P,0.006409135223575202
0,2,31,P,0.006363011822568285
0,2,62,P,0.0059939862221183235
0,2,20,P,0.005683165524126375
70,P,0.005305770821483345
