2,P,0.7926564983270487
1,8,P,0.08719221530648548
8,31,P,0.015723186368202368
8,14,P,0.01572318636819985
8,65,P,0.003930796591617294
8,56,P,0.003930796591617294
8,64,P,0.0039307965876719825
8,30,P,0.0039307965876719825
8,47,P,0.003930796560277146
8,33,P,0.003930796560277146
8,21,P,0.003930796560277146
8,69,P,0.0023293609434021107
8,55,P,0.0023293609434021107
6,8,P,0.0023293609433724387
8,75,P,0.002329360942928539
8,58,P,0.002329360942928539
8,43,P,0.0023293609391689205
8,41,P,0.0023293609391689205
8,76,P,0.0023293609391689197
8,66,P,0.0023293609391689197
8,77,P,0.0016583048122021976
8,53,P,0.0016583048122021976
8,46,P,0.0016583048122021976
8,12,P,0.0016583048122021976
8,35,P,0.001658304812189288
8,57,P,0.001658304812133512
3,8,P,0.0016583048118104136
8,50,P,0.0016583047978183173
8,79,P,0.0012880434271303884
8,36,P,0.0012880434271303884
8,42,P,0.0012880434270477338
8,74,P,0.001288043423490648
8,70,P,0.001288043423490648
8,54,P,0.001288043423490648
8,32,P,0.001288043423490648
7,P,0.0011996797448807141
4,8,P,0.0010531326602462125
8,67,P,0.0010531326599193362
8,10,P,0.0010531326599193362
8,48,P,0.0010531326599010472
8,73,P,0.0010531326585206014
8,13,P,0.0010531326585206014
8,71,P,0.0010531326579590618
8,51,P,8.907622104793727E-4
8,34,P,8.907622096144683E-4
8,61,P,7.718038578716519E-4
8,63,P,7.718038554952395E-4
19,P,7.188557707776981E-4
8,52,P,6.80891436192781E-4
8,62,P,6.80891436190698E-4
8,44,P,6.80891436190698E-4
8,78,P,6.808914266242549E-4
8,11,P,6.091484538485202E-4
22,P,4.647683529181486E-4
8,81,P,4.628623110088495E-4
17,P,3.178322192035909E-4
16,P,2.2694049579930503E-4
18,P,1.6769467553515808E-4
80,P,1.2742306821314977E-4
5,P,1.2742306821314977E-4
20,P,9.909201586972392E-5
