0,P,0.5768670381166822
1,2,P,0.12114207845179309
1,8,P,0.030285519608733862
1,17,P,0.030285519608733862
1,12,P,0.030285519608733862
6,P,0.02942126946060997
3,P,0.02942126946060997
1,20,P,0.01794697457030654
1,21,P,0.012776703570284239
7,P,0.01241209813549368
5,P,0.01241209813549368
14,P,0.01241209813549368
13,P,0.01241209813549368
2,16,P,0.010426162469903669
2,11,P,0.010426162469903669
2,15,P,0.006178466655359572
9,P,0.004358706636432008
10,P,0.004358706636432008
4,P,0.0030143169600276134
19,P,0.0030143169600276134
18,P,0.0030143169600276134
11,12,P,0.0026065406227339773
8,16,P,0.002606540622733968
8,11,P,0.0026065406227339435
12,16,P,0.0026065406227333493
16,17,P,0.0026065406227328905
11,17,P,0.0026065406227328905
8,15,P,0.001544616665146525
12,15,P,0.001544616665146525
11,20,P,0.0015446166651465216
16,20,P,0.0015446166651465196
15,17,P,0.0015446166563272364
16,21,P,0.00109963432510296
11,21,P,0.00109963432510296
15,20,P,9.153283942426397E-4
15,21,P,6.516351556607095E-4
