2,P,0.7302948430043371
1,10,P,0.08033243331248469
10,58,P,0.01448617650446546
10,116,P,0.014486176504460253
10,18,P,0.014486176504452521
10,52,P,0.014486176487441839
34,P,0.01078824995258722
32,P,0.01078824995258722
30,P,0.01078824995258722
10,122,P,0.0036215441261005974
10,42,P,0.0036215441260256578
10,106,P,0.0036215441260256543
10,135,P,0.0036215441260256517
10,28,P,0.0036215441260256404
10,74,P,0.003621544125988725
10,21,P,0.0036215441258128393
10,14,P,0.0036215441258128393
10,134,P,0.0036215441258128393
10,108,P,0.0036215441258128393
6,10,P,0.0036214535107139604
10,51,P,0.0021461002228318486
10,109,P,0.002146100222802882
10,107,P,0.002146100222549236
10,13,P,0.0021461002216835406
10,85,P,0.0021461002215574882
10,115,P,0.0015278389282059781
10,50,P,0.0015278389282058135
10,91,P,0.0015278389282050086
10,132,P,0.0015278389282050086
10,94,P,0.0015278389282050082
10,120,P,0.0015278389282050082
10,131,P,0.001527838928205008
10,66,P,0.0015278389274883824
10,93,P,0.0011867075792448508
10,49,P,0.0011867075792385167
10,136,P,0.001186707579227865
10,90,P,0.0011867075792275773
10,130,P,0.0011867075792262201
8,10,P,0.0011867075791405686
10,101,P,0.001186707578941306
10,78,P,9.70278240217037E-4
10,112,P,9.70278240159955E-4
10,68,P,9.702782401599513E-4
4,10,P,9.702782400914409E-4
10,56,P,8.206821635199521E-4
10,67,P,8.206821618708987E-4
10,73,P,8.206821610914824E-4
10,92,P,8.206821610914778E-4
10,103,P,8.206821609571317E-4
10,16,P,8.206821474238746E-4
10,54,P,8.206821438599768E-4
10,60,P,7.110827717384549E-4
10,141,P,7.110827717384549E-4
10,69,P,7.110827717139393E-4
10,79,P,7.110827717139388E-4
10,27,P,7.110827717139381E-4
10,137,P,7.110827717139381E-4
10,124,P,7.110827708613433E-4
5,10,P,6.27322815476139E-4
10,89,P,6.273228151757342E-4
10,114,P,6.273228151339046E-4
10,84,P,6.273228114215317E-4
10,12,P,6.273228113311643E-4
10,88,P,6.27322786444521E-4
10,139,P,6.27322786444521E-4
10,113,P,5.612241577158362E-4
10,53,P,5.612241564145565E-4
10,129,P,5.612241564145565E-4
10,128,P,5.612241564145565E-4
10,121,P,5.07731649112014E-4
10,17,P,5.077316432637756E-4
10,127,P,4.63551886756856E-4
10,86,P,4.6355188357188426E-4
10,55,P,4.6355188213116155E-4
10,97,P,4.264470798660116E-4
10,100,P,4.2644707941425836E-4
10,99,P,3.94843366448067E-4
10,87,P,3.948432575538538E-4
10,98,P,3.9484320252103204E-4
10,70,P,3.6760159411291377E-4
10,48,P,3.6760159276852156E-4
10,20,P,3.6760159276852156E-4
10,140,P,3.676015477724726E-4
10,15,P,3.4387675076267546E-4
10,143,P,2.4789030038738994E-4
9,P,9.731231136397946E-5
25,P,3.0339506226666623E-5
31,P,2.1966036628561545E-5
23,P,1.6295040884163983E-5
22,P,1.2343346147022104E-5
24,P,9.52112923854525E-6
29,P,7.461935456164297E-6
142,P,7.461935456164297E-6
33,P,7.461935456164294E-6
7,P,5.930869150814612E-6
26,P,4.773378598182906E-6
