1,P,0.5264389815173041
0,2,P,0.3211277799112474
0,12,P,0.014477072043164617
2,13,P,0.014477072017686462
20,P,0.01406394353094662
18,P,0.01406394353094662
11,P,0.01406394353094662
0,4,P,0.008579005649163215
0,5,P,0.006107514761206914
2,7,P,0.0061075147552283075
2,19,P,0.0061075147552283075
0,8,P,0.006107514676158648
22,P,0.0059332262162195585
21,P,0.0059332262162195585
16,P,0.0059332262162195585
2,17,P,0.004743846789294802
0,23,P,0.004743846734507907
9,P,0.0032808367814689417
10,P,0.0032808367814689417
2,6,P,0.002842541582307505
3,P,0.002083547213515482
25,P,0.002083547213515482
24,P,0.0014409025948713813
15,P,0.0014409025948713813
14,P,0.0010559868006174392
12,13,P,6.52654887359812E-4
4,13,P,3.8675828214679476E-4
12,19,P,2.75338780591714E-4
5,13,P,2.728349529338067E-4
8,13,P,2.728349529338018E-4
7,12,P,2.7283495293379905E-4
12,17,P,2.1386195345606337E-4
13,23,P,2.1386195345582103E-4
4,19,P,1.6316372183424786E-4
6,12,P,1.2814745041121725E-4
4,17,P,1.2673300946807684E-4
8,19,P,1.1601582667575927E-4
5,19,P,1.1601582667575719E-4
5,17,P,9.0223011599355E-5
8,17,P,9.022301159935499E-5
7,23,P,9.022301159935497E-5
