2,P,0.48131325035984235
1,10,P,0.10107578330785985
10,58,P,0.034796581151965454
10,116,P,0.034796581151952936
10,18,P,0.03479658115193437
10,52,P,0.03479658111107378
34,P,0.013573979643279
32,P,0.013573979643279
30,P,0.013573979643279
10,122,P,0.008699145287953488
10,42,P,0.008699145287773479
10,106,P,0.008699145287773472
10,135,P,0.008699145287773465
10,28,P,0.008699145287773437
10,74,P,0.008699145287684763
10,21,P,0.008699145287262277
10,14,P,0.008699145287262277
10,134,P,0.008699145287262277
10,108,P,0.008699145287262277
6,10,P,0.008698927624883198
10,51,P,0.0051550490594257144
10,109,P,0.005155049059356135
10,107,P,0.005155049058746863
10,13,P,0.0051550490566674165
10,85,P,0.005155049056364632
10,115,P,0.0036699519183728845
10,50,P,0.00366995191837249
10,91,P,0.0036699519183705557
10,132,P,0.0036699519183705557
10,94,P,0.0036699519183705552
10,131,P,0.0036699519183705552
10,120,P,0.0036699519183705552
10,66,P,0.003669951916649181
10,93,P,0.0028505359279667047
10,49,P,0.002850535927951489
10,136,P,0.0028505359279259036
10,90,P,0.0028505359279252128
10,130,P,0.002850535927921952
8,10,P,0.0028505359277162124
10,101,P,0.0028505359272375736
10,78,P,0.00233066092459186
10,112,P,0.002330660924454746
10,68,P,0.0023306609244547376
4,10,P,0.0023306609242901713
10,56,P,0.00197132303987113
10,67,P,0.001971323035910014
10,73,P,0.001971323034037814
10,92,P,0.001971323034037803
10,103,P,0.0019713230337150963
10,16,P,0.0019713230012074795
10,54,P,0.0019713229926468035
10,60,P,0.001708059360241427
10,141,P,0.001708059360241427
10,69,P,0.0017080593601825394
10,79,P,0.001708059360182538
10,27,P,0.0017080593601825366
10,137,P,0.0017080593601825366
10,124,P,0.0017080593581345577
5,10,P,0.0015068634052930443
10,89,P,0.001506863404571456
10,114,P,0.001506863404470979
10,84,P,0.001506863395553658
10,12,P,0.0015068633953365907
10,88,P,0.0015068633355575247
10,139,P,0.0015068633355575247
10,113,P,0.0013480908466345625
10,53,P,0.001348090843508818
10,129,P,0.001348090843508818
10,128,P,0.001348090843508818
10,121,P,0.0012195989415358407
10,17,P,0.001219598927488055
10,127,P,0.0011134767577013472
10,86,P,0.0011134767500508725
10,55,P,0.0011134767465901785
10,97,P,0.0010243490003730227
10,100,P,0.001024348999287887
10,99,P,9.484351677401001E-4
10,87,P,9.484349061702977E-4
10,98,P,9.484347739784767E-4
10,70,P,8.829989540165322E-4
10,48,P,8.829989507872294E-4
10,20,P,8.829989507872294E-4
10,140,P,8.829988427042809E-4
10,15,P,8.260105943413789E-4
10,143,P,5.954459378260348E-4
9,P,1.2244018624895742E-4
25,P,3.817373918085253E-5
31,P,2.7638081741710994E-5
23,P,2.050272789563945E-5
22,P,1.553063101670565E-5
24,P,1.1979664452810315E-5
29,P,9.388747982905716E-6
142,P,9.388747982905716E-6
33,P,9.388747982905715E-6
7,P,7.462331469322536E-6
26,P,6.005955016444506E-6
