1,20,P,0.9989628423388273
1,15,P,6.187827320463384E-4
38,P,9.279615660097337E-5
33,P,3.829101057354455E-5
0,1,67,P,2.8562718148677355E-5
0,1,29,P,2.4751309278876547E-5
0,1,82,P,2.4751309278869222E-5
0,1,81,P,2.4751309278868596E-5
0,1,32,P,2.4751309278868596E-5
36,P,2.0241570021794728E-5
1,11,P,1.4855976708597314E-5
0,1,31,P,1.4667442513888561E-5
0,1,34,P,1.466744251196615E-5
0,1,25,P,1.0441958589531819E-5
0,1,35,P,1.0441958175237211E-5
0,1,28,P,6.631329940614552E-6
0,1,39,P,6.631325805470045E-6
0,1,30,P,5.608921687199561E-6
0,1,66,P,5.6089214771275535E-6
0,1,21,P,5.608921258746707E-6
0,1,76,P,4.859856871155237E-6
0,1,70,P,3.469535168071584E-6
0,1,27,P,3.1663757655088868E-6
0,1,22,P,2.9140205513441805E-6
0,1,68,P,2.9139225534346526E-6
0,1,37,P,2.6969848871869127E-6
0,1,40,P,2.6963289863672123E-6
0,1,71,P,2.5072354409087394E-6
0,1,24,P,2.5038886168461496E-6
0,1,72,P,2.338744226812926E-6
0,1,73,P,2.197508555482466E-6
0,1,74,P,2.066777389609254E-6
0,1,69,P,2.0655195785001806E-6
0,1,75,P,1.9452620281164007E-6
0,1,78,P,1.7565630537354787E-6
0,1,23,P,1.7548632084618408E-6
0,1,41,P,1.7519482851912438E-6
42,P,7.087028307104245E-7
