2,P,0.47060264843780975
1,24,P,0.09882655673703798
1,15,P,0.09882655673703798
1,6,P,0.09882655673559776
1,28,P,0.024706639174336395
1,44,P,0.02470663917432365
1,51,P,0.02470663916367502
1,52,P,0.024706639158712268
23,P,0.017087070849441232
1,7,P,0.014640971365256699
1,53,P,0.014640971201782968
1,40,P,0.01042311340535525
1,46,P,0.008095871526981895
1,45,P,0.006619362763768846
1,34,P,0.005598799127626126
1,11,P,0.005598799127626126
1,9,P,0.005598799085674679
1,47,P,0.005598799036953632
1,42,P,0.005598799036953632
1,48,P,0.004851098001579648
1,30,P,0.004851097983139046
1,39,P,0.004851097915439558
1,54,P,0.00427967679982675
1,50,P,0.0034638105226295303
1,49,P,0.003162410527257686
1,10,P,0.002909276189225537
35,P,0.0013597569226337625
37,P,8.14775038806207E-4
36,P,8.14775038806207E-4
29,P,5.26783920615392E-4
32,P,5.267839206153919E-4
17,P,5.267839206153919E-4
4,P,3.6024160793104494E-4
22,P,3.6024160793104494E-4
16,P,3.6024160793104494E-4
5,P,2.5722190568427597E-4
43,P,1.1231418645814452E-4
38,P,1.1231418645814452E-4
25,P,8.906635046435372E-5
