1,P,0.1597418752288709
0,3,P,0.1078257670680803
8,P,0.06739110405630423
7,P,0.06739110405630423
12,P,0.06739110405630423
10,P,0.06739110405630423
6,P,0.03726458504604268
15,P,0.03726458504604268
0,31,P,0.02695644176326892
0,27,P,0.02695644176326892
0,26,P,0.02695644176326892
0,2,P,0.02695644176326892
13,P,0.023665463266578514
40,P,0.016366140977487842
0,33,P,0.01597418770031009
0,32,P,0.01597418770031009
0,28,P,0.01597418770031009
0,25,P,0.01597418770031009
0,14,P,0.01597418770031009
39,P,0.011994168732005116
0,44,P,0.011372248855839132
0,42,P,0.011372248855839132
0,35,P,0.011372248855839132
0,29,P,0.011372248855839132
0,23,P,0.011372248855839132
0,22,P,0.011372248855839132
0,19,P,0.011372248855839132
0,38,P,0.008833086403891549
0,37,P,0.008833086403891549
0,36,P,0.008833086403891549
0,34,P,0.008833086403891549
0,30,P,0.008833086403891549
0,24,P,0.007222126200748723
0,18,P,0.007222126200748723
0,21,P,0.003778694500510463
0,20,P,0.003449477883065271
0,17,P,0.003172694059644527
