86,P,0.28
41,P,0.21
73,50,P,0.08
85,P,0.05
73,61,P,0.05
90,P,0.03
73,69,P,0.03
43,6,P,0.03
0,43,P,0.03
96,P,0.02
1,P,0.02
97,P,0.01
94,P,0.01
87,P,0.01
73,98,P,0.01
73,92,P,0.01
73,42,P,0.01
73,111,P,0.01
60,P,0.01
0,115,P,0.0
