4,2,P,0.16
13,2,P,0.16
0,4,3,P,0.16
0,13,P,0.16
4,1,3,P,0.04
14,2,P,0.04
0,4,20,P,0.04
16,2,P,0.03
13,1,P,0.03
0,14,3,P,0.03
18,2,P,0.02
15,2,P,0.02
0,4,21,P,0.02
4,1,21,P,0.01
4,1,20,P,0.01
13,8,P,0.01
13,7,P,0.01
0,14,21,P,0.01
0,14,20,P,0.01
0,14,22,P,0.0
