0,P,0.23
1,11,P,0.2
3,11,12,P,0.19
4,11,12,P,0.15
4,8,12,P,0.06
1,8,P,0.06
9,11,12,P,0.02
5,P,0.02
4,9,11,P,0.02
3,8,12,P,0.02
10,11,12,P,0.02
9,11,P,0.01
1,7,P,0.0
