0,P,0.76
8,6,P,0.09
7,P,0.08
8,9,1,P,0.01
8,2,1,P,0.01
8,12,1,P,0.01
8,11,1,P,0.01
5,6,P,0.01
17,6,P,0.01
17,11,1,P,0.0
