0,1,2,P,0.34
0,9,2,P,0.31
0,9,13,P,0.09
0,1,13,P,0.06
0,12,2,P,0.05
0,10,2,P,0.05
9,2,15,P,0.02
0,10,13,P,0.02
9,4,2,P,0.01
9,2,14,P,0.01
0,12,13,P,0.01
0,1,17,P,0.01
0,1,11,P,0.0
