0,1,2,P,0.75
0,9,2,P,0.06
0,10,2,P,0.06
0,1,13,P,0.04
0,12,2,P,0.03
9,2,15,P,0.01
0,9,13,P,0.01
0,10,13,P,0.01
0,1,17,P,0.01
0,1,11,P,0.0
