0,1,2,P,0.71
1,25,2,P,0.07
1,27,2,P,0.04
1,6,2,P,0.03
1,28,2,P,0.03
1,22,2,P,0.03
1,8,2,P,0.02
1,10,2,P,0.02
26,P,0.01
1,5,2,P,0.01
1,4,2,P,0.01
1,32,P,0.01
1,19,2,P,0.01
1,12,2,P,0.01
1,3,2,P,0.0
