0,P,0.53
1,8,P,0.06
1,6,P,0.06
1,5,P,0.06
1,16,P,0.06
1,13,P,0.06
1,11,P,0.06
8,13,P,0.01
20,P,0.01
16,9,P,0.01
16,7,P,0.01
16,13,P,0.01
11,7,P,0.01
11,6,P,0.01
11,16,P,0.01
11,13,P,0.01
11,12,P,0.01
10,13,P,0.01
1,17,P,0.01
10,7,17,P,0.0
