0,1,P,0.38
0,13,P,0.16
0,12,P,0.12
0,11,P,0.12
1,6,8,P,0.06
1,6,7,P,0.06
1,6,16,P,0.02
13,6,8,P,0.01
13,6,7,P,0.01
12,6,8,P,0.01
12,6,7,P,0.01
11,6,8,P,0.01
11,6,7,P,0.01
0,17,P,0.01
1,10,6,P,0.0
