0,1,2,P,0.7
1,37,2,P,0.06
1,4,2,P,0.03
1,32,2,P,0.03
1,10,2,P,0.03
1,6,2,P,0.02
1,31,2,P,0.02
1,30,2,P,0.02
1,27,2,P,0.02
28,P,0.01
1,8,2,P,0.01
1,5,2,P,0.01
1,36,P,0.01
1,24,2,P,0.01
1,20,2,P,0.01
1,12,2,P,0.01
1,22,2,P,0.0
