14,2,P,0.2
4,2,P,0.15
0,14,P,0.13
0,4,3,P,0.11
4,1,3,P,0.05
17,2,P,0.05
14,1,P,0.05
15,2,P,0.04
16,2,P,0.03
0,4,22,P,0.03
0,4,21,P,0.03
0,15,3,P,0.03
19,2,P,0.02
4,7,3,P,0.01
4,1,22,P,0.01
4,1,21,P,0.01
14,7,P,0.01
0,15,22,P,0.01
0,15,21,P,0.01
0,15,23,P,0.0
