28,P,0.31
0,1,2,P,0.14
29,P,0.08
1,37,2,P,0.07
1,4,2,P,0.05
1,36,P,0.05
1,27,2,P,0.05
25,P,0.04
1,32,2,P,0.04
1,30,2,P,0.04
1,24,2,P,0.03
1,10,2,P,0.02
16,P,0.01
14,P,0.01
1,8,2,P,0.01
1,6,2,P,0.01
1,31,2,P,0.01
1,3,2,P,0.01
1,20,2,P,0.01
1,12,2,P,0.0
