26,P,0.33
0,1,2,P,0.19
1,25,2,P,0.1
23,P,0.08
1,32,P,0.08
1,4,2,P,0.06
1,22,2,P,0.04
1,28,2,P,0.02
1,27,2,P,0.02
1,10,2,P,0.02
18,P,0.01
16,P,0.01
14,P,0.01
1,8,2,P,0.01
1,6,2,P,0.01
1,3,2,P,0.01
1,19,2,P,0.01
1,12,2,P,0.0
