0,1,2,P,0.7
0,9,2,P,0.13
0,10,2,P,0.03
0,1,13,P,0.03
9,2,5,P,0.02
9,2,15,P,0.02
0,12,2,P,0.02
0,1,17,P,0.02
9,2,14,P,0.01
0,1,8,P,0.01
0,1,11,P,0.0
