0,1,2,P,0.44
0,10,2,P,0.2
0,1,13,P,0.08
1,5,2,P,0.06
0,1,9,P,0.06
1,3,2,P,0.05
1,2,4,P,0.05
0,1,7,P,0.04
1,9,P,0.01
1,7,P,0.01
0,1,6,P,0.0
