0,P,0.7977079111166352
1,5,P,0.08774787054681911
1,13,P,0.021936967633652115
3,P,0.02131095798376963
10,P,0.02131095798376963
1,7,P,0.012999684514485091
9,P,0.008990560458652866
12,P,0.008990560458652866
5,6,P,0.0039558466154999755
5,11,P,0.0039558466154999755
4,5,P,0.0023442054065046154
5,8,P,0.0023442054042544986
2,5,P,0.0016688727942167994
11,13,P,9.889616558699484E-4
6,13,P,9.889616558695705E-4
6,7,P,5.860513515593817E-4
8,13,P,5.86051253988183E-4
4,13,P,5.860512126816065E-4
7,11,P,5.860511649691985E-4
2,13,P,4.1342417264987483E-4
