0,P,0.996693167637946
7,P,0.0017232784108520153
6,P,5.646838695052292E-4
8,P,2.553005051005771E-4
17,P,2.553005051005771E-4
1,18,P,1.6339232349788774E-4
1,28,P,1.6339232349550656E-4
9,P,1.3713524855399863E-4
1,20,P,1.7232784117105126E-5
1,26,P,1.0943951699147205E-5
1,22,P,1.0943951699147205E-5
1,21,P,5.2284884324053065E-6
