0,7,5,P,0.21
2,3,P,0.2
0,7,8,P,0.18
0,3,P,0.18
0,4,P,0.07
2,4,12,P,0.05
14,3,P,0.05
14,4,P,0.03
2,4,13,P,0.02
0,10,5,P,0.0
