0,4,P,0.27
0,3,P,0.24
2,3,P,0.13
14,3,P,0.07
2,4,8,P,0.03
2,4,10,P,0.03
2,10,8,P,0.03
2,10,5,P,0.03
0,7,8,P,0.03
0,7,5,P,0.03
0,10,8,P,0.03
2,4,1,P,0.02
14,4,P,0.02
0,10,5,P,0.02
2,9,4,P,0.01
2,6,4,P,0.01
2,4,13,P,0.01
2,4,12,P,0.01
14,10,5,P,0.01
14,10,8,P,0.0
