2,3,P,0.4
0,3,P,0.23
0,4,P,0.14
2,8,4,P,0.03
2,10,5,P,0.03
14,3,P,0.03
0,5,7,P,0.03
2,8,10,P,0.02
2,10,4,P,0.02
0,9,P,0.02
0,10,5,P,0.02
2,9,P,0.01
2,8,7,P,0.01
0,8,7,P,0.01
14,8,10,P,0.0
