0,4,P,0.27
0,3,P,0.22
2,3,P,0.17
14,3,P,0.07
0,9,P,0.04
2,9,P,0.03
2,10,4,P,0.03
0,8,7,P,0.03
0,10,5,P,0.03
2,8,4,P,0.02
2,10,5,P,0.02
0,7,5,P,0.02
2,8,7,P,0.01
2,8,10,P,0.01
14,9,P,0.01
14,8,7,P,0.01
14,8,4,P,0.01
14,8,10,P,0.01
