0,3,P,0.45
2,3,P,0.38
0,4,P,0.08
14,3,P,0.02
2,9,P,0.01
2,8,4,P,0.01
2,8,10,P,0.01
2,10,5,P,0.01
2,10,4,P,0.01
0,9,P,0.01
0,8,7,P,0.01
0,7,5,P,0.01
0,10,5,P,0.0
