0,3,P,0.34
2,3,P,0.3
0,4,P,0.09
2,4,1,P,0.05
14,3,P,0.03
2,4,8,P,0.02
0,7,5,P,0.02
0,10,8,P,0.02
0,10,5,P,0.02
2,9,4,P,0.01
2,4,13,P,0.01
2,4,12,P,0.01
2,4,11,P,0.01
2,4,10,P,0.01
2,10,8,P,0.01
2,10,5,P,0.01
14,4,P,0.01
0,7,8,P,0.01
14,10,5,P,0.0
