0,3,P,0.28
2,3,P,0.22
0,4,P,0.15
2,4,1,P,0.09
2,4,8,P,0.03
14,3,P,0.03
0,7,8,P,0.03
0,7,5,P,0.03
0,10,8,P,0.03
2,10,8,P,0.02
2,10,5,P,0.02
0,10,5,P,0.02
2,9,10,P,0.01
2,6,4,P,0.01
2,4,12,P,0.01
2,4,10,P,0.01
14,4,P,0.01
14,10,5,P,0.0
