0,P,0.8874279507764165
77,78,P,0.017603079157558602
23,77,P,0.017603079157211533
2,77,P,0.01760307914633342
74,P,0.013109492199757175
77,96,P,0.0044007697894424755
77,92,P,0.004400769789433026
56,77,P,0.004400769783384334
48,77,P,0.004400659676834271
16,77,P,0.0044006596768129316
49,77,P,0.0026078635696955596
77,117,P,0.0018565747549256922
77,86,P,8.640821343769257E-4
8,77,P,8.640821338211708E-4
64,77,P,7.623000581343625E-4
77,122,P,7.623000580145493E-4
34,77,P,7.62300057996903E-4
43,77,P,7.623000579835437E-4
3,77,P,7.623000579835437E-4
58,77,P,6.819793530420157E-4
11,77,P,6.819793529961685E-4
77,94,P,6.819793528520036E-4
77,118,P,6.819793528520036E-4
38,77,P,6.819793518711333E-4
77,99,P,6.169771833279118E-4
77,84,P,6.169771833279118E-4
15,77,P,6.169621470307058E-4
7,77,P,6.169621470301208E-4
57,77,P,6.169621470301208E-4
67,77,P,6.16962147029699E-4
25,77,P,6.169621470294862E-4
22,77,P,6.169621470266882E-4
65,77,P,5.632915365421959E-4
17,77,P,5.632915365421959E-4
39,77,P,5.632915365335858E-4
33,77,P,5.632915365335858E-4
77,120,P,5.632915292105092E-4
77,97,P,5.632915175330217E-4
77,88,P,5.182031010535624E-4
18,77,P,5.182030906744669E-4
77,121,P,4.797994225627229E-4
61,77,P,4.466961965208647E-4
77,89,P,3.500864021612164E-4
9,P,1.1825041062016648E-4
5,P,7.708693738859296E-5
47,P,5.2402849068411734E-5
26,P,5.2402849068411734E-5
116,P,5.2402849068411734E-5
80,P,3.686747359126453E-5
6,P,3.686747359126453E-5
14,P,3.686747359126453E-5
81,P,2.6692335374807388E-5
46,P,2.6692335374807388E-5
79,P,1.980118366870352E-5
40,P,1.980118366870352E-5
21,P,1.980118366870352E-5
12,P,1.4999189001408226E-5
20,P,1.1569732814325039E-5
51,P,4.72108601042388E-6
