0,P,0.7377739707876114
8,9,P,0.053337429888303096
6,P,0.03762781605000633
3,P,0.01587423500071162
8,14,P,0.013334357470220217
2,8,P,0.013334357468588798
7,P,0.008777817020636096
4,P,0.008777817020636096
13,P,0.008777817020636096
1,8,P,0.007901841465841953
8,27,P,0.00790184145826594
8,23,P,0.00790184145826594
8,19,P,0.00790184145826594
8,12,P,0.00790184145826594
8,10,P,0.00790184145826594
5,8,P,0.005625432059182135
8,20,P,0.005625432051298775
8,17,P,0.005625432051298775
8,26,P,0.005625431972963599
11,P,0.005574491330198542
8,25,P,0.004369402041604941
8,21,P,0.004369402041604941
8,18,P,0.004369402041604941
8,16,P,0.004369402041604941
8,24,P,0.0035725194482845056
8,22,P,0.0030217136382398426
15,P,0.002825272797593013
