0,P,0.15568312177246107
45,232,P,0.14761066368189735
88,232,P,0.03690266592362534
2,232,P,0.03690266592362534
232,240,P,0.021868246473090307
90,232,P,0.02186824646714308
85,232,P,0.009886902506529035
212,232,P,0.008362554384359629
116,P,0.007423549682305256
89,232,P,0.006392269015890641
199,232,P,0.005718739549778082
177,232,P,0.005718739516232418
160,232,P,0.0057187393474095825
29,232,P,0.005718739304582531
101,232,P,0.0057187392056491345
12,232,P,0.005173663711827772
92,232,P,0.005173663704077834
78,232,P,0.005173663704077834
197,232,P,0.005173663704077834
9,232,P,0.005173663683815536
111,232,P,0.005173663683815536
104,232,P,0.005173663683815536
70,232,P,0.004723482528043841
139,232,P,0.004723481061985326
206,232,P,0.0047234803143490255
54,232,P,0.004723475758287241
221,232,P,0.004723475758287241
103,232,P,0.004723475758287241
164,232,P,0.004345393402535984
43,232,P,0.004345393364191253
128,232,P,0.004345393328164821
51,232,P,0.00434539328623105
56,232,P,0.004345393238621167
13,232,P,0.004345393238621167
63,232,P,0.004345393027981757
184,232,P,0.004345393027981757
198,232,P,0.004023358854594229
87,232,P,0.004023358258808603
173,232,P,0.004023358258808603
1,232,P,0.004023358258808603
84,232,P,0.004023354584058278
67,232,P,0.004023354584058278
39,232,P,0.004023354584058278
196,232,P,0.004023354584058278
180,232,P,0.004023354584058278
49,232,P,0.004023354547955713
188,232,P,0.004023352619415264
131,232,P,0.004023352619415264
112,232,P,0.004023352619415264
189,232,P,0.0037457712758227437
171,232,P,0.0037457712758227437
143,232,P,0.0037457712758227437
37,232,P,0.0037457711174202087
135,232,P,0.0037457711174202087
81,232,P,0.0037457706476822623
26,232,P,0.0037457706476822623
3,232,P,0.00374577056103931
106,232,P,0.00374577056103931
181,232,P,0.003745765737539577
97,232,P,0.003745765565236352
216,232,P,0.003745765565236352
110,232,P,0.003745765565236352
232,236,P,0.003745736855644066
96,232,P,0.0035040225758929135
76,232,P,0.0035040225758929135
48,232,P,0.0035040225750571467
183,232,P,0.0035040225750571467
207,232,P,0.0035040225749054695
142,232,P,0.0035040225749054695
141,232,P,0.0035040225749054695
36,232,P,0.0035040225747819524
163,232,P,0.0035040225665200165
91,232,P,0.0035040225300570762
64,232,P,0.0035040225300570762
220,232,P,0.0035040225300570762
182,232,P,0.0035040225300570762
153,232,P,0.0035040225300570762
31,232,P,0.003504022398547057
159,232,P,0.003291590297261461
42,232,P,0.0032915900874644103
218,232,P,0.0032915900874644103
5,232,P,0.0032915899466162096
30,232,P,0.0032915898677355017
190,232,P,0.0032915898677355017
127,232,P,0.0032915898677355017
105,232,P,0.0032915898677355017
195,232,P,0.0032915897123729156
66,232,P,0.003291589538556175
138,232,P,0.003291589538556175
57,232,P,0.003291589382863472
121,232,P,0.003291588773858067
75,232,P,0.0032915869482193928
167,232,P,0.0031034318407375493
152,232,P,0.0031034318407375493
86,232,P,0.0031034295985158705
158,232,P,0.0031034295985158705
151,232,P,0.0031034278976923265
132,232,P,0.0031034278976923265
223,232,P,0.003103425913930794
192,232,P,0.0031034257583683607
179,232,P,0.0031034257583683607
137,232,P,0.0031034257583683607
80,232,P,0.003103424596844556
186,232,P,0.003103414655498465
7,232,P,0.0029356276408546815
149,232,P,0.0029356276408546815
82,232,P,0.0029356252727765564
74,232,P,0.0029356252727765564
162,232,P,0.0029356252727765564
40,232,P,0.0029356228549638963
33,232,P,0.0029356216887090406
211,232,P,0.0029356216887090406
136,232,P,0.0029356216887090406
174,232,P,0.002935620022065521
10,232,P,0.002935620022065521
11,232,P,0.002935610765369146
155,232,P,0.0027850609079938787
208,232,P,0.002785054174849472
59,232,P,0.002785053570604073
4,232,P,0.002785053570604073
219,232,P,0.002785053570604073
172,232,P,0.00278504292871119
119,232,P,0.00278504292871119
230,232,P,0.002785040095245774
55,232,P,0.002785038530699288
117,232,P,0.002785038530699288
168,232,P,0.0027850168011170308
147,232,P,0.0027850168011170308
187,232,P,0.002649171082885275
62,232,P,0.002649167369130872
166,232,P,0.0026491656707858446
222,232,P,0.002649160246708256
77,232,P,0.002649155342895418
185,232,P,0.002649155342895418
52,232,P,0.0026491286032104414
178,232,P,0.0026491286032104414
150,232,P,0.0026491286032104414
224,232,P,0.0025258958775121643
122,232,P,0.0025258958775121643
50,232,P,0.0025258451585248045
44,232,P,0.0025258451585248045
175,232,P,0.0025258451585248045
14,232,P,0.0025258447818404762
16,232,P,0.002525839460587347
169,232,P,0.0025258319596176415
209,232,P,0.0025258052120027746
120,232,P,0.0025258052120027746
32,232,P,0.002413635147961953
99,232,P,0.0024136101480966756
226,232,P,0.0024135981950588873
228,232,P,0.0024135874346400605
170,232,P,0.002413569574928711
79,232,P,0.0024133827884604856
161,232,P,0.0024133827884604856
232,233,P,0.002413183118506827
8,232,P,0.0023106562943295884
60,232,P,0.002310624737707145
176,232,P,0.0023106195810587886
20,232,P,0.0023105990807911246
6,232,P,0.002310148433594464
165,232,P,0.002310148433594464
23,232,P,0.002216464959701444
15,232,P,0.002216464959701444
73,232,P,0.002216355416570465
95,232,P,0.00212949499387967
210,232,P,0.0021292893910857453
102,232,P,0.0021292893910857453
71,232,P,0.002048548798016716
98,232,P,0.002048527654200468
100,232,P,0.0019737913401686536
94,232,P,0.0019044588826291546
125,P,8.11498200365223E-4
235,P,5.35355566073544E-4
27,P,4.4355274322884614E-4
237,P,3.7160605968517306E-4
217,P,3.7160605968517306E-4
214,P,3.7160605968517306E-4
213,P,3.7160605968517306E-4
215,P,3.144221577121226E-4
72,P,2.683993099998129E-4
234,P,2.683993099998129E-4
225,P,2.683993099998129E-4
46,P,2.30940752835786E-4
238,P,2.30940752835786E-4
123,P,2.001433452730858E-4
28,P,1.7458887791925245E-4
126,P,1.7458887791925245E-4
47,P,1.5320754993098482E-4
25,P,1.3518069403490503E-4
231,P,1.3518069403490503E-4
18,P,1.3518069403490503E-4
22,P,1.1987510571003393E-4
19,P,1.1987510571003393E-4
17,P,1.1987510571003393E-4
61,P,1.0679625195895198E-4
239,P,1.0679625195895198E-4
24,P,8.583503060668438E-5
